active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
ESOMEPRAZOLE,29688583,PMC6046475,2018,Safe use of proton pump inhibitors in patients with cirrhosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,37109645,PMC10146498,2023,Concurrent <i>Sphingomonas paucimobilis</i> and <i>Mycobacterium tuberculosis</i> Meningitis in an Immunocompromised Patient: A Rare Case Report and Comprehensive Review of Literature.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,37216873,PMC10213372,2023,Adjuvant yoga therapy for symptom management of functional dyspepsia: A case series.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,36797320,PMC9935541,2023,No evidence for the benefit of PPIs in the treatment of acute pancreatitis: a systematic review and meta-analysis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,42169985,PMC13177723,2025,Topical JAK inhibitor for refractory skin inflammation in STAT1 GOF.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,38398439,PMC10889684,2024,Deciphering Childhood Rosacea: A Comprehensive Review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,39286662,PMC11403129,2024,Surgical Management of Hereditary Gingival Fibromatosis: Case Series.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41982806,PMC13075649,2026,"Japanese Clinical Practice Guidelines for Vascular Tumors, Vascular Malformations, Lymphatic Malformations, and Lymphangiomatosis 2022.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41541142,PMC12596611,2025,Clinical course and imaging-guided medical treatment of a posterior lingual abscess: A rare but manageable deep neck infection.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,42068502,PMC13219549,2026,"Infections Caused by Fusobacterium Species: Microbiology, Clinical Syndromes and Management: A Narrative Review.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,40547833,PMC12177351,2025,Diagnostic and therapeutic management of severe acute pancreatitis. Evidence based medicine (EBM) clinical practice guidelines.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,38317748,PMC10838618,2024,The current state of gastrointestinal motility evaluation in cystic fibrosis: a comprehensive literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,32773577,PMC7769036,2020,Pancreatic complications in children with cystic fibrosis.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,34570960,PMC9291766,2022,Optimizing sexual and reproductive health across the lifespan in people with cystic fibrosis.,,Y,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,40398368,PMC12148406,2025,Rhinosinusitis: Evidence and experience - 2024.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,33282799,PMC7690646,2020,Vasculitis in Cystic Fibrosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,34945075,PMC8708123,2021,Causes of Exocrine Pancreatic Insufficiency Other Than Chronic Pancreatitis.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,39764279,PMC11702000,2024,Glucagon-like peptide1 receptor agonist treatment of cystic fibrosis-related diabetes complicated by obesity: A cases series and literature review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
IVACAFTOR,41683706,PMC12897682,2026,Cystic Fibrosis of the Pancreas: In Vitro Duct Models for CFTR-Targeted Translational Research.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
COLISTIMETHATE,29056665,PMC5606620,2017,"Review on Usage of Vancomycin in Livestock and Humans: Maintaining Its Efficacy, Prevention of Resistance and Alternative Therapy.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
COLISTIMETHATE,4264289,PMC1518544,1972,Complications of antibiotic therapy.,,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,28781855,PMC5538062,2017,Thyrotoxicosis in a 13-year-old girl following pituitary adenectomy for Cushing's disease.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
DORNASE ALFA,35884064,PMC9323167,2022,Going the Extra Mile: Why Clinical Research in Cystic Fibrosis Must Include Children.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,36143881,PMC9503821,2022,Malassezia Folliculitis following Triple Therapy for Cystic Fibrosis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,40071337,PMC11898043,2025,Pulmonary nontuberculous mycobacterial infections among women with cystic fibrosis and non-cystic fibrosis bronchiectasis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,38317748,PMC10838618,2024,The current state of gastrointestinal motility evaluation in cystic fibrosis: a comprehensive literature review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,41840835,PMC13009884,2026,Signal detection of drug-induced esophageal ulcer across 20 years of real-world study: Focus on 49 high-risk medicines.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,38899331,PMC11185295,2024,Effects of proton pump inhibitors on inflammatory bowel disease: An updated review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,41909359,PMC13032504,2026,Clinical Outcomes and Real-World Effectiveness of Amoxicillin-Clavulanic Acid Across Indian Healthcare Settings: A Retrospective Multicenter Study.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,35884008,PMC9322125,2022,"Surgical Treatment of Short Bowel Syndrome-The Past, the Present and the Future, a Descriptive Review of the Literature.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ESOMEPRAZOLE,41721592,PMC13158650,2026,Phage Therapy: Targeting the Gut Microbiota for the Treatment of Acute Pancreatitis.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ELEXACAFTOR,34570960,PMC9291766,2022,Optimizing sexual and reproductive health across the lifespan in people with cystic fibrosis.,,Y,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
COLISTIMETHATE,30240102,PMC7167781,2018,"Abstracts from the 50th Congress of the International Society of Paediatric Oncology (SIOP) Kyoto, Japan November 16-19, 2018.",,N,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
DORNASE ALFA,40564727,PMC12191466,2025,Tracheal Complications Following Prolonged Invasive Ventilation in Tracheostomized Pediatric Patients with Complex Chronic Conditions.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40868023,PMC12382932,2025,&lt;i&gt;Clostridioides difficile&lt;/i&gt; in Peripartum Women: Review of Outcomes and Treatment.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41981708,PMC13079795,2026,International Forum on Visceral Myopathy 2024: Advances in the Knowledge of the Disease.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40453233,PMC12109650,2025,Diagnostic and Therapeutic Challenges in Lyme Disease and Co-Infections: Unraveling Neuropsychiatric and Neurological Complexities-A Comprehensive Case Series Analysis.,,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41646109,PMC12851206,2024,Pharmacologic challenges in pediatric intestinal failure: A review.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,39610434,PMC11600369,2024,Contaminated well water driving d-lactic acidosis in child with short bowel syndrome.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,39835080,PMC11743685,2024,A Rare Case of Autoimmune Enteropathy After Thymectomy.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40881498,PMC12336976,2025,Splenic hamartoma mimicking angiosarcoma: A case report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40284229,PMC12030604,2025,Small Intestinal Bacterial and Fungal Overgrowth: Health Implications and Management Perspectives.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41736989,PMC12927787,2026,"Oral Necrotizing Ulcerations in Acute Leukemia Patients: Clinical Characteristics, Integrated Management, and Favorable Outcomes - A Case Series.",,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41145265,PMC12580627,2025,Multiple episodes of paediatric &lt;i&gt;Clostridioides difficile&lt;/i&gt; infection (pCDI) in the context of autoimmune polyendocrine syndrome type 1.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41809172,PMC12968753,2026,"Exploring effectiveness of Metronidazole, Bismuth, and Rifaximin in treating small intestinal bacterial overgrowth and irritable bowel syndrome: A systematic review.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,38374557,PMC10883598,2024,Factors associated with D-lactic acidosis in pediatric intestinal failure: A case-control study.,,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,39035401,PMC11254653,2024,Time is Gut. Approaching Intestinal Leiomyositis: Case Presentation and Literature Review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40606795,PMC12221335,2025,The Management and Clinical Outcomes of Pregnancy in a Female With Glycogen Storage Disease Type IIIA Caused by Rare Variant.,,Y,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40660522,PMC12263011,2025,"Generalized gingival enlargement, periodontitis, and osteonecrosis of the jaw as manifestations of IgG4-related disease: A rare case report.",,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,38638197,PMC11025710,2024,Colonizing the Unlikely: <i>Brachyspira</i> in an Immunocompetent Patient.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41245052,PMC12611616,2025,Chronic atrial and intestinal dysrythmia syndrome: A late-onset intestinal pseudo-obstruction and cardiac dysfunction due to an SGO1 mutation.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41079182,PMC12507618,2025,Diagnostic and therapeutic pitfalls in the management of pediatric patients with 3β-hydroxysteroid dehydrogenase type 2 (3β-HSD2) deficiency - a single center experience.,,Y,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40682152,PMC12275445,2025,"Prenatal pembrolizumab exposure as the potential link among recurrent necrotizing enterocolitis, neonatal diabetes mellitus and exocrine pancreatic insufficiency: a case report.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
DORNASE ALFA,26770282,PMC4702057,2015,Comprehensive review on endonasal endoscopic sinus surgery.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
DORNASE ALFA,9986845,PMC84543,1999,Impact of microbiology practice on cumulative prevalence of respiratory tract bacteria in patients with cystic fibrosis.,,N,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41779466,PMC12977240,2026,Difficulties in diagnosing a pediatric patient with small intestinal bacterial overgrowth.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,41149120,PMC12563220,2025,Primary Intraosseous Vascular Malformation in a Child with &lt;i&gt;ELMO2&lt;/i&gt; Mutation: Diagnostic and Dental Management Challenges.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,41658648,PMC12881691,2026,Exocrine Pancreatic Insufficiency Treated With Pancreatic Replacement Enzyme in a Premature Neonate: A Case Report.,,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,35884008,PMC9322125,2022,"Surgical Treatment of Short Bowel Syndrome-The Past, the Present and the Future, a Descriptive Review of the Literature.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,33457023,PMC7787807,2020,Molar Incisor Hypomineralization (MIH) in a Child with Congenital Chronic Intestinal Pseudoobstruction (CIPO).,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
PANCRELIPASE,,PMC8965239,2022,Selected Abstracts from the 13th Annual Meeting of the Clinical Immunology Society: 2022 Annual Meeting: Immune Deficiency and Dysregulation North American Conference,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,40357091,PMC12068356,2025,A Rare Case of Pott's Puffy Tumor in an Adult With Paranasal Osteoma and Pachymeningitis.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
METRONIDAZOLE,39473045,PMC11530929,2024,Ruptured Appendiceal Diverticulum Leading to Tubo-Ovarian Abscess in a Non-Sexually Active Woman: A Case Study.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
