active_ingredient,nct_id,title,status,phase,conditions,min_age,max_age,paediatric,primary_outcomes,secondary_outcomes,growth_outcome_measured,growth_outcome_is_primary
MONTELUKAST,NCT00092131,Montelukast in Exercise-Induced Bronchospasm - 2003 (0476-270),COMPLETED,PHASE3,"Asthma, Exercise-Induced",15 Years,45 Years,True,Maximum Percent Fall in FEV1 After Exercise Challenge at 2 Hours Postdose Compared With Pre-exercise Baseline in Patients With Exercise-induced Bronchospasm (EIB),Number of Participants Requiring ß-Agonist Rescue Medication After Exercise Challenge at 2 Hours Postdose; Number of Participants Requiring ß-Agonist Rescue Medication After Exercise Challenge at 12 Hours Postdose; Number of Participants Requiring ß-Agonist Rescue Medication After Exercise Challenge,False,False
MONTELUKAST,NCT04818723,Role of Montelukast in Preventing Relapse in Childhood Idiopathic Nephrotic Syndrome,COMPLETED,NA,Nephrotic Syndrome,1 Year,10 Years,True,Prevention of relapse in idiopathic childhood nephrotic syndrome,,False,False
MONTELUKAST,NCT00092989,"Investigation of Intravenous (IV) Administration of an Approved Drug (MK-0476, Montelukast Sodium) for Acute Asthma (MK-0476-288)",COMPLETED,PHASE3,Asthma,15 Years,,True,Improvement in forced expiratory volume in 1 second [FEV1] within the first 60 minutes after administration,"Incidence of treatment failures, amount of additional therapy[short-acting B-agonist] required, rate of FEV1 improvement, safety and tolerability",False,False
MONTELUKAST,NCT00328718,Pediatric ADVAIR DISKUS Versus Oral Montelukast Chewable Tablets,COMPLETED,PHASE3,Asthma,6 Years,14 Years,True,Change from baseline in mean morning PEFR (Peak Expiratory Flow Rate) at endpoint.,Changes from baseline to endpoint of:morning pre-dose FEV1 (Forced expiratory volume) symptom free 24 hour-periods rescue medication-free 24 hour-periods mean evening PEFR,False,False
MONTELUKAST,NCT00289874,Montelukast in Pediatric Allergic Asthma (0476-336)(COMPLETED),COMPLETED,PHASE3,Asthma,6 Years,14 Years,True,Percent Change From Baseline in Forced Expiratory Volume in 1 Second (FEV1) at Week 3,"Percent Change From Baseline in Mean Daily ""as Needed"" β-agonist Use Over the 3-week Treatment Period",False,False
MONTELUKAST,NCT00380705,Quality of Life in Asthma and Rhinitis Allergic With Singulair (0476-365),COMPLETED,PHASE4,Asthma; Rhinitis Allergic,6 Years,,True,Quality of life measures,"Nocturnal wake up, work or school absences, physical activity and recurrence of asthma and/or rhinitis",False,False
LEVOTHYROXINE,NCT01436994,Antithyroid Drug Treatment of Thyrotoxicosis in Young People,COMPLETED,PHASE3,Paediatric Thyrotoxicosis,2 Years,16 Years,True,Biochemical control as reflected by the stability of blood thyroid stimulating hormone (TSH) concentrations,Remission rates as defined by patients who are biochemically euthyroid at the end of the 4 year study period.; The frequency of adverse events on the 2 treatment regimens.; Additional measures of biochemical control.,False,False
LEVOTHYROXINE,NCT04178928,Can Levothyroxine Treatment Reduce the Development of Cardio-metabolic Disorder in Subclinical Hypothyroidism?,UNKNOWN,PHASE1; PHASE2,Subclinical hypothyroïdism,5 Years,15 Years,True,: Normalization of TSH.,,False,False
LEVOTHYROXINE,NCT01391962,Sunitinib or Cediranib for Alveolar Soft Part Sarcoma,COMPLETED,PHASE2,"Sarcoma, Alveolar Soft Part",16 Years,120 Years,True,Part I: Objective Response Rate (ORR) of Single-agent Cediranib in Participants With Advanced Alveolar Soft Part Sarcoma (ASPS); Part I: Objective Response Rate (ORR) of Single-agent Sunitinib in Participants With Advanced Alveolar Soft Part Sarcoma (ASPS); Part II: Objective Response Rate (ORR) of ,Maximum Observed Plasma Concentration of Cediranib; Percentage of Participants With Progression-free Survival (PFS) at 24 Weeks for Participants Receiving Single-agent Cediranib and Single-agent Sunitinib Malate in Participants With Advanced ASPS During Part I; Number of Participants With Serious an,False,False
LEVOTHYROXINE,NCT04415658,Intravenous Thyroxine for Heart-Eligible Organ Donors,COMPLETED,PHASE3,Brain Death; Heart Failure,14 Years,55 Years,True,Heart Transplanted; Graft Function,Time Till Off Vasopressors; Weaned Off Vasopressors; Time to Order Echo; Ejection Fraction; Lungs Transplanted,False,False
LEVOTHYROXINE,NCT07625722,Thyroxine Supplementation in Small for Gestational Age (SGA) Infants With Birth Weight <1500g and TSH 6-20 mIU/ml,NOT_YET_RECRUITING,NA,Thyroid Function; Preterm; SGA and Growth; Neurodevelopment Outcome,2 Weeks,2 Weeks,True,Cognitive function evaluated by Bayley-IV; Motor function evaluated by Bayley-IV; Language function evaluated by Bayley-IV; Social-Emotional evaluated by Bayley-IV; Adaptive behavior evaluated by Bayley-IV; Body length（cm）assessed by the WHO 0-5 years Child Growth Standards.; Head circumference（cm）a,the incidence of neonatal morbidities （EUGR、PNAC、MBDP、Moderate to severe BPD、Stage III or higher ROP）during the initial hospitalization; All-cause Mortality,True,True
LEVOTHYROXINE,NCT01631305,Levothyroxine for Children With Euthyroid Sick Syndrome,COMPLETED,PHASE4,Euthyroid Sick Syndrome,1 Month,17 Years,True,All cause mortality,Length of time in intensive care; Ventilation days; Use of vasopressors; Thyroid hormones levels,True,False
DORNASE ALFA,NCT04402970,Dornase Alfa for ARDS in Patients With Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2),COMPLETED,PHASE3,SARS-CoV 2; ARDS,18 Years,,False,Change in Arterial Blood Oxygen Content to Fraction of Inspired Oxygen Ratio (PaO2/FiO2),Change in Static Lung Compliance; Duration of Mechanical Ventilation; Length of ICU Stay; Length of Hospitalization; Secondary Bacterial Infections; Mortality,True,False
DORNASE ALFA,NCT05663255,Effectiveness of CFTR Modulators According to Co-therapy,UNKNOWN,,Cystic Fibrosis,6 Years,,True,Lung function,,False,False
DORNASE ALFA,NCT07696338,Rethinking Early Airway Clearence Therapies,NOT_YET_RECRUITING,NA,Cystic Fibrosis (CF),3 Years,16 Years,True,"Absolute Change in Lung Clearance Index (LCI) through Week 52, Relative to Week 0, in Hypertonic Saline (HS Study) and Dornase Alfa (DA Study) Therapy Arms.","Absolute Change in Percent Predicted Forced Expiratory Volume in 1 Second (ppFEV1) through Week 52, Relative to Week 0, in Hypertonic Saline (HS Study) and Dornase Alfa (DA Study) Therapy Arms.; Rate of Protocol-Defined Pulmonary Exacerbations (PEx) through Week 52 in Hypertonic Saline (HS Study) an",False,False
DORNASE ALFA,NCT01155752,Pulmozyme in Cystic Fibrosis With Sinusitis,WITHDRAWN,PHASE3,Sinusitis; Cystic Fibrosis,12 Years,65 Years,True,1. To assess changes in quality of life of patients with Cystic Fibrosis while on DNASE as compared to placebo.,,False,False
DORNASE ALFA,NCT03368092,Inhaled Dornase Alpha to Reduce Respiratory Failure After Severe Trauma,RECRUITING,PHASE3,"Multiple Trauma; Respiratory Distress Syndrome, Adult",18 Years,,False,"The primary endpoint is the incidence of moderate to severe ARDS (PaO2/FiO2 < 200, according to the Berlin definition [ARDS definition task force et al. JAMA 2015; 307(23): 2526-2533]) in severe trauma patients (Injury Severity Score > 15).",Static lung compliance [mL/cmH2O]; Duration of mechanical ventilation [hours]; Length of ICU stay [hours]; Length of stay in the hospital [days]; Incidence of multi-organ failure; Incidence of Ventilator-Associated Pneumonia (VAP); Mortality on day 28,True,False
DORNASE ALFA,NCT00265434,Nasal Inhalation of Dornase Alfa (Pulmozyme) in Patients With Cystic Fibrosis and Chronic Rhinosinusitis,COMPLETED,PHASE3,Cystic Fibrosis; Chronic Rhinosinusitis,5 Years,,True,Changes in sinonasal symptoms (SNOT-20,,False,False
DORNASE ALFA,NCT01712334,A Study of the Comparable Efficacy and Safety of Pulmozyme (Dornase Alfa) Delivered by the eRapid Nebulizer System in Patients With Cystic Fibrosis,COMPLETED,PHASE4,Cystic Fibrosis,6 Years,,True,Stability of Lung Function: Percent Predicted Forced Expiratory Volume in 1 Second (FEV1); Safety: Number of Participants With Adverse Events During Each Treatment Period,,False,False
DORNASE ALFA,NCT00434278,A Trial of Pulmozyme Withdrawal on Exercise Tolerance in Cystic Fibrosis Subjects With Severe Lung Disease (TOPIC),TERMINATED,PHASE4,Cystic Fibrosis,14 Years,,True,Change in Distance Walked in the 6-minute Walk Test,Change in Pulmonary Function as Measured by FEV1 and FVC,False,False
DORNASE ALFA,NCT05903417,Pleural Irrigation With Normal Saline Versus Intrapleural Fibrinolytic,COMPLETED,NA,Pleural Infection,18 Years,,False,to compare of the safety outcome between IPFT and intrapleural saline irrigation.,To measure the change in the area of pleural opacity in chest x-ray compared to baseline; Changes in Inflammatory markers including serum C-reactive protein (CRP) & white blood count; Length of hospitalization; the need for surgical referral; to evaluate the volume of pleural effusion drainage (in m,True,False
DORNASE ALFA,NCT04915586,Short Duration High Intensity Intrapleural Alteplase With Pulmozyme in Pleural Infection Management,COMPLETED,NA,Loculated Empyema,18 Years,,False,Radiographic improvement in pleural opacity on chest radiograph,pleural fluid volume drained; changes in inflammatory markers C-Reactive Protein (CRP ); White cell count; length of hospitalisation; the need of surgical referral; adverse events post therapy; mortality rate at day 30 post intervention,True,False
DORNASE ALFA,NCT04402944,Pulmozyme to Improve COVID-19 ARDS Outcomes,UNKNOWN,PHASE2,COVID,3 Years,,True,Ventilator-free days at 28 days,change in airway resistance; change in lung compliance; oxygenation (PaO2/FiO2 ratio); length of stay (ICU and hospital); rate of barotrauma; mortality.,True,False
DORNASE ALFA,NCT00557089,The Effect of rhDNase on Ventilation Inhomogeneity in Patients With Cystic Fibrosis,COMPLETED,PHASE4,Cystic Fibrosis,6 Years,18 Years,True,The change in LCI from baseline to end of treatment in rhDnase treated patients versus patients receiving placebo,Change in FEV1 % predicted; Change in FVC (in litres); Change in FVC % predicted; Change in FEF25-75 (liters/sec); Change in FEF25-75 % predicted; Change in exhaled nitric oxide concentrations; Incidence of adverse events and serious adverse events,False,False
DORNASE ALFA,NCT00204685,Time of Ventilation and Lung Function of Ventilated Patients Under Therapy With Dornase Alfa,UNKNOWN,PHASE2; PHASE3,Long Term Ventilation,18 Years,,False,Time of mechanical ventilation from beginning of the ventilation-therapy up to the end of the ventilation-therapy,reduction of atelectasis / dystelectasis; improval of pulmonaryfunction; reduction of pneumonia; reduction of DNA concentrations in Airway Secretions; length of stay at the Intensive Care Unit; length of stay at the hospital,True,False
DORNASE ALFA,NCT00416182,Nasally Delivered Pulmozyme for Sinusitis in Cystic Fibrosis,COMPLETED,PHASE2,Sinusitis; Cystic Fibrosis,5 Years,,True,Computed Tomography Evidence of Less Sinus Disease; Improvement in Appearance of Nasal Passages/Sinuses,Chronic Sinusitis Survey Score; Pulmonary Function,False,False
DORNASE ALFA,NCT00502632,Dornase Alfa and Urokinase for Kids With Pleural Empyema,UNKNOWN,PHASE2; PHASE3,Pleural Empyema,1 Year,16 Years,True,Duration of hospital stay; Need for additional surgical procedures,Duration of suction applied to chest drain; Duration of fever; Duration of intravenous antibiotic treatment,False,False
DORNASE ALFA,NCT00680316,A Study of Pulmozyme® (Dornase Alpha) in 3- to 5-Year-Old Patients With Cystic Fibrosis,TERMINATED,PHASE4,Cystic Fibrosis,3 Years,5 Years,True,"Change in Reactance at 8 Hz (Xrs8) From Visit 2 to Visit 3 (Change From Baseline at Visit 2 to Visit 3, After Study Drug Treatment).","Change in Reactance at 4, 6, and 10 Hz (Xrs4, Xrs6, and Xrs10); Change in Resistance at 4, 6, 8, and 10 Hz (Rrs4, Rrs6, Rrs8, and Rrs10); Change in Respiratory Symptom Domain Score From the Cystic Fibrosis Questionnaire Revised (CFQ-R) for Parents of Preschoolers and for Preschoolers",False,False
DORNASE ALFA,NCT00179998,Effectiveness of Pulmozyme in Infants With Cystic Fibrosis,COMPLETED,PHASE2,Cystic Fibrosis,1 Month,30 Months,True,Chest CT (High Resolution Computed Tomography (HRCT) Score); Infant Pulmonary Function Tests (FEV0.5),Antibiotic Treatment Days,False,False
DORNASE ALFA,NCT00419380,Treatment of Clogged Tympanostomy Tubes: An Off-Label Use of Dornase Alfa (Pulmozyme®),COMPLETED,PHASE4,Otitis Media,1 Year,18 Years,True,Patency of the Tympanostomy Tube at the Day-14 Visit.,Presence or Absence of Drainage in the Ear Canal and Fluid in the Middle Ear at the the Day-14 Visit.,False,False
DORNASE ALFA,NCT00117208,Comparison of Inhaled Mannitol and rhDNase in Children With Cystic Fibrosis,COMPLETED,PHASE2,Cystic Fibrosis,8 Years,18 Years,True,FEV1 after 12 weeks of each of the following treatment regimens: *mannitol only *rhDNase only *mannitol + rhDNase,to compare mannitol to rhDNase on FVC; to assess whether the effects of mannitol are additive to rhDNase; to demonstrate that mannitol does not cause deterioration in airway inflammation; to assess whether mannitol reduces the bacterial load in the lung; to assess whether the effects of mannitol are,False,False
DORNASE ALFA,NCT00534079,Nasal Inhalation of Pulmozyme in Patients With Cystic Fibrosis and Chronic Rhinosinusitis,COMPLETED,PHASE3,Cystic Fibrosis; Rhinosinusitis,5 Years,,True,"Variations in the Sino-nasal-outcome test SNOT-20 adapt CF (primary nasal parameters: obstruction of nasal breathing, sneeze stimulus, permanent nose running, thick-mucous nasal discharge, earaches)","Variations in the Sino-nasal-outcome test SNOT-20 adapt CF (secondary nasal parameters, general quality of live parameters and total SNOT 20 adapt. CF score); Changes of pathological alterations visible in MRT images of nose and paranasal sinuses (in selected patients); Changes in the nasal lavage f",False,False
DORNASE ALFA,NCT01356147,Dornase Alfa Therapy for Ventilator Associated Lung Infections in the Neonatal Intensive Care Unit (NICU),COMPLETED,PHASE4,Pulmonary Infections,7 Days,4 Months,True,Percent Reduction in Oxygen Requirement From Baseline,Elimination of White Blood Cells and Bacteria From Tracheal Aspirate; Number of Infants Requiring Ventilator Support,False,False
DORNASE ALFA,NCT06350474,Impact of Discontinuing Dornase Alfa in People With CF on Highly Effective CFTR Modulator Therapy-A SIMPLIFY Sub-Study,COMPLETED,NA,Cystic Fibrosis,12 Years,,True,Absolute Change in FEV1 % Predicted From Week 0 to Week 6,"Absolute Change in LCI 2.5 From Baseline to Week 6; Absolute Change in Respiratory Symptoms, as Measured by the CF Respiratory Symptoms Diary-Chronic Respiratory Infection Symptom Severity Score (CRISS) From Week 0 to Week 6; Absolute Change in Respiratory Symptoms, as Measured by CFQ-R Respiratory ",False,False
ALBUTEROL,NCT00696540,Hypertonic Saline for Outpatient Bronchiolitis,UNKNOWN,PHASE2,Bronchiolitis; Respiratory Distress,1 Month,24 Months,True,Change in the respiratory distress score (Tal) between the basal score and the final score after 3 salbutamol nebulizations,Change in the respiratory distress score (Tal) between the basal score and the first nebulization; Change in the respiratory distress score (Tal) between the basal score and the second nebulization; Change in pulse oxymetry reading between the basal score and after each of the three nebulizations; C,False,False
ALBUTEROL,NCT04896645,Albuterol Integrated Adherence Monitoring in Children With Asthma,COMPLETED,NA,Asthma in Children,8 Years,18 Years,True,Asthma Outcomes; Asthma Adherence; Asthma Adherence; Asthma Outcomes; Asthma Outcomes; Albuterol Use,Spirometry; Lung Function; Asthma Quality of Life,False,False
ALBUTEROL,NCT00394329,(CARE Network Trial - Treating Children to Prevent Exacerbations of Asthma (TREXA),COMPLETED,PHASE3,Asthma,6 Years,18 Years,True,Participants Experiencing an Asthma Exacerbation That Requires Systemic Corticosteroid Therapy,Change Between Week 44 and Week 0 in the Asthma Control Days; Change Between Week 44 and Week 0 in Rescue Albuterol Puffs Per Day; Change Between Week 44 and Week 0 in the Pre-bronchodilator Forced Expiratory Volume in One Second (FEV!); Change Between Week 44 and Week 0 in the Morning Peak Expirato,False,False
ALBUTEROL,NCT03468790,Anti-IgE Monoclonal Antibody Treatment in Patients With Allergic Asthma.,COMPLETED,PHASE3,"Asthma, Allergic",15 Years,75 Years,True,the mean number of asthma exacerbations per patient during the 24-week treatment period,"the proportion of patients with asthma exacerbations during the 24-week treatment period; time to the first asthma exacerbation during treatment period; change from baseline in asthma symptom scores(daytime, nocturnal and total) over the 24-week treatment period; change from baseline in Asthma Contr",False,False
ALBUTEROL,NCT01772368,Dose Ranging Study of the Salmeterol Component of Fluticasone /Salmeterol Spiromax Compared to Fluticasone Spiromax and Advair Diskus in Asthma Subjects,COMPLETED,PHASE2,Asthma,12 Years,,True,Standardized Baseline-Adjusted Area Under the Curve For Forced Expiratory Volume In 1 Second Over 12 Hours Post-dose (FEV1 AUC0-12),Change From Baseline at 12 Hours Post-Dose in Forced Expiratory Volume in One Second (FEV1) By Treatment; Area Under the Plasma Concentration-time Curve From Time Zero to the Time of the Last Measurable Concentration (AUC0-t) of Salmeterol; Maximum Observed Plasma Concentration (Cmax) of Salmeterol;,False,False
ALBUTEROL,NCT07721922,Efficacy of Nebulized Long-Acting Bronchodilators (Formoterol and Revefenacin) vs. Short-Acting Bronchodilators (Albuterol and Ipratropium) in Patients Presenti,NOT_YET_RECRUITING,PHASE4,COPD Exacerbation,40 Years,,False,Difference in Modified Borg Dyspnea Scale scores between groups,Number of patients discharged home from the ED; Number of patients admitted to a hospital floor or require ED observation for >24 hours (in-hospital patients); Length of hospital or ED stay; Number of Participants with the Need to Switch Therapy; Total number of bronchodilator doses per hospital or ,True,False
ALBUTEROL,NCT00685022,Safety and Tolerability Study of Levalbuterol HFA Compared to Racemic Albuterol HFA in Subjects With Asthma,COMPLETED,PHASE2,Asthma,12 Years,,True,"Increases from visit pre-dose to each post-dose dose measurement in heart rate, blood pressure (systolic and diastolic).; Increases from visit pre-dose to each post-dose dose measurement in potassium and glucose",FEV1 (percent change from visit pre-dose to each post dose measure); FVC (percent change from visit pre-dose to each post dose measure);; FEF25-75% (percent change from visit pre-dose to each post dose measure);; Number of cumulative actuations received,False,False
ALBUTEROL,NCT02319564,Combined Glucocorticoid Adrenergic Therapy For Wheezy Preschool Children,WITHDRAWN,PHASE4,Wheeze,12 Months,60 Months,True,Reduce unplanned-symptomatic visits to clinicians,Reduce the number of days with respiratory symptoms; Reduce the need for rescue salbutamol use; Reduce hospitalization rates of target population; Reduce overall societal health care costs of target population,False,False
ALBUTEROL,NCT00684866,Safety and Tolerability Study of Levalbuterol HFA and Racemic Albuterol HFA in Pediatrics Subjects With Asthma,COMPLETED,PHASE2,Asthma,4 Years,11 Years,True,"Increases from visit pre-dose to each post-dose dose measurement in heart rate, blood pressure (systolic and diastolic), potassium and glucose",Percent change in FEV1 (from visit pre-dose to each post dose measure); Percent change in FVC (from visit pre-dose to each post dose measure); Percent change in FEF25-75% (from visit pre-dose to each post dose measure); Number of cumulative actuations received,False,False
ALBUTEROL,NCT00393367,Budesonide Inhalation Suspension for Acute Asthma in Children,COMPLETED,PHASE4,Asthma; Acute Asthma; Reactive Airway Exacerbation,2 Years,18 Years,True,Median Change in Asthma Score 2 Hours After Intervention; Mean Change in Asthma Score at 2 Hours,Number of Patients Hospitalized; Change in Mean Heart Rate; Mean Change in Respiratory Rate.; Oxygen Saturation.; Number of Subjects Remaining in the Severe Asthma Category; Number of Subjects Moving From the Severe Asthma to Moderate Asthma Category; Number of Subjects Moving From the Severe Asthma,False,False
ALBUTEROL,NCT06665711,Comparison of 3% Hypertonic Saline and Salbutamol in Children With Bronchiolitis,NOT_YET_RECRUITING,NA,BRONCHIOLITIS,2 Months,24 Months,True,Change in Respiratory Distress Assessment Instrument (RDAI) Score,,False,False
ALBUTEROL,NCT01656811,"A Study of Daily Dosing With Levalbuterol, Racemic Albuterol, and Placebo in Pediatric Subjects With Asthma",COMPLETED,PHASE2,Asthma,4 Years,11 Years,True,Peak percent change in FEV1 (forced expiratory volume in one second) from visit predose averaged over the double-blind period to investigate the efficacy of levalbuterol versus racemic albuterol,Plasma concentrations of (R)-albuterol and (S)-albuterol over time to determine the pharmacokinetics of levalbuterol in pediatric subjects with asthma; Number of AEs to compare the safety and tolerability of two different doses of levalbuterol,False,False
ALBUTEROL,NCT01073527,Hypertonic Saline as Add on Therapy in Preschool Children With Acute Wheezing Attack.,COMPLETED,NA,Asthma,1 Year,6 Years,True,shortening length of stay (LOS),Hospitalization rate; Improvement in clinical score (CS),True,True
ALBUTEROL,NCT00073827,"Study of Levalbuterol, Racemic Albuterol and Placebo in Subjects Twelve Years of Age and Older With Asthma",COMPLETED,PHASE3,Asthma,12 Years,,True,percent change in FEV1 from visit predose averaged over the 8-week double-blind period,area under the FEV1 percent change curve from visit pre-dose and from study baseline curves averaged over the double-blind period; peak percent change in FEV1 from study baseline; peak change in FEV1 from visit predose; peak percent of predicted FEV1; area under the FEV1 curve (AUC); peak change and,False,False
ALBUTEROL,NCT04184609,Mechanisms for Dyspnea on Exertion in Children With Obesity and Asthma: Distinct Physiological Phenotypes,WITHDRAWN,PHASE4,"Asthma in Children; Dyspnea; Asthmatic; Obesity, Childhood",9 Years,17 Years,True,Expiratory flow limitation; Dynamic hyperinflation; Forced expiratory volume in 1 s; Peripheral airway reactivity (R5-R20),Rating of perceived breathlessness,False,False
CETIRIZINE,NCT00974571,Montelukast in Perennial Allergic Rhinitis - 2001-2002 Study (0476-246),COMPLETED,PHASE3,Perennial Allergic Rhinitis,15 Years,85 Years,True,Mean Change From Baseline in Daytime Nasal Symptoms Score,Mean Change From Baseline in Nighttime Symptoms Score; Mean Change From Baseline in Composite Symptoms Score; Patient's Global Evaluation of Allergic Rhinitis; Physician's Global Evaluation of Allergic Rhinitis,False,False
CETIRIZINE,NCT01484119,"Efficacy, Safety, and Tolerability Study of ACT-129968 in Patients With Seasonal Allergic Rhinitis",COMPLETED,PHASE3,Seasonal Allergic Rhinitis,12 Years,76 Years,True,The mean change in Daytime Nasal Symptom Score,The mean change in other daytime/nighttime symptom scores of allergic rhinitis,False,False
CETIRIZINE,NCT00490204,Cetirizine Placebo Controlled Study For Perennial Allergic Rhinitis,COMPLETED,PHASE3,"Rhinitis, Allergic, Perennial",2 Years,14 Years,True,Change in the total nasal symptom score (TNSS) during the total treatment period from the baseline,Changes in TNSS on the first and the second weeks of the treatment period from the baseline; Mean scores for each nasal symptom and the time-course changes for the scores; Time-course changes in a total of daily mean nasal symptom scores (TDNSS); Investigator global improvement rating on the first d,False,False
CETIRIZINE,NCT05803070,Topical Cetirizine in Treatment of Localized Alopecia Areata,UNKNOWN,,Alopecia Areata,12 Years,75 Years,True,Compare topical cetirizine and betamethasone valerate in treatment of alopecia areata; Clinical evaluation by SALT score; Clinical evaluation by photographic evaluation; Clinical evaluation by patient's satisfaction level,,False,False
CETIRIZINE,NCT01332188,Efficacy of AC-170 for the Treatment of Allergic Conjunctivitis in the Conjunctival Allergen Challenge (CAC) Model,COMPLETED,PHASE2; PHASE3,Allergic Conjunctivitis,10 Years,,True,Ocular Itching at Duration of Action (16 Hours Post-dose); Ocular Itching at Duration of Action (24 Hours Post-dose); Ocular Itching at Onset of Action (15 Minutes Post-dose); Conjunctival Redness at Duration of Action (16 Hours Post-dose); Conjunctival Redness at Duration of Action (24 Hours Post-d,Ciliary Redness at Duration of Action (16 Hours Post-dose); Ciliary Redness at Duration of Action (24 Hours Post-dose); Ciliary Redness at Onset of Action (15 Minutes Post-dose); Episcleral Redness at Duration of Action (16 Hours Post-dose); Episcleral Redness at Duration of Action (24 Hours Post-do,False,False
CETIRIZINE,NCT06288334,Exploration of the Optimal Dosage of Cetirizine in the Treatment of Allergic Diseases in Chinese Children,UNKNOWN,PHASE4,Allergic Disease; Children,6 Months,16 Years,True,Plasma concentration,,False,False
CETIRIZINE,NCT01940393,Evaluation of the Inhibitory Effect of 5 Anti-Histamines in Urticaria,COMPLETED,PHASE4,Urticaria,12 Years,50 Years,True,Number of participants with uticaria that improved Urticaria Activity Score and Life Quality Index (DLQI) with the use of antihistamine in mono-dose and quadruple dose.,Safety issue; Cholinergic and physical urticarias,False,False
CETIRIZINE,NCT00751218,"A Comparative Double-Blind, Double- Dummy Study of Desloratadine (DL) 5 MG Once Daily, Cetirizine 10 MG Once Daily, and Placebo Once Daily in Patients With Chro",COMPLETED,PHASE4,Urticaria,12 Years,70 Years,True,Compare the efficacy of the study treatments with respect to the change from Baseline in the average AM/PM 12-hour reflective pruritus severity score (diary recordings) after the first 7 days of treatment.,"Joint physician-patient evaluations (""now"") at treatment days 14 and 28 (Visit 3 and 4) of overall condition of the CIU and overall global therapeutic response; Average AM/PM ""reflective"" diary scores over for: severity of pruritus; number of hives; size of largest hives; total symptom score; subjec",False,False
CETIRIZINE,NCT00257582,Study Of Cutaneous Disease Accompanied With Pruritus In Pediatrics,COMPLETED,PHASE3,Pruritus,2 Years,14 Years,True,To assess the safety,-severity of pruritus -total pruritus score -daily main prurutus score -Severity of eruption -Patient global Improvement rating -Body temperature -Adverse events -Cetirizine serum concentrations,False,False
CETIRIZINE,NCT00794794,Taste Test Between Desloratadine and Cetirizine Syrup in Children (Study P03826),COMPLETED,PHASE3,Allergic Rhinitis,6 Years,11 Years,True,Taste acceptability as determined from smiley-face scale of 1 (frowning child) to 5 (happy child face).,"Taste flavor preference between bubble-gum, banana-grape, or grape flavors; Adverse Events",False,False
CETIRIZINE,NCT00639587,Efficacy and Safety of Cetirizine Tablets Versus Ketotifen Dry Syrup in Children With Perennial Allergic Rhinitis,COMPLETED,PHASE3,"Rhinitis, Allergic, Perennial",7 Years,14 Years,True,"Total symptom score (TSS) (nasal symptom score [sneezing, nasal discharge, nasal congestion] and rhinoscopy results) Safety: adverse events and laboratory assessments","Total 2 symptoms score (T2SS) (sneezing, nasal discharge) Global Improvement Rating",False,False
CETIRIZINE,NCT00257569,Study Of Atopic Dermatitis In Pediatrics,COMPLETED,PHASE3,"Dermatitis, Atopic",3 Years,14 Years,True,change in the severity of pruritus,-changes in the total pruritus score -daily main pruritus score -improvement of area with pruritus -patient global improvement -Cetirizine serum concentrations -Adverse events,False,False
CETIRIZINE,NCT01685242,"A Single-Center,Evaluation of the Onset and Duration of Action of AC-170 0.24% Compared to Vehicle",COMPLETED,PHASE3,Allergic Conjunctivitis,10 Years,,True,Ocular Itching at Duration of Action (8 Hours + 30 Minutes Post-dose); Ocular Itching at Onset of Action (15 Minutes Post-dose); Conjunctival Redness at Duration of Action (8 Hours + 30 Minutes Post-dose); Conjunctival Redness at Onset of Action (15 Minutes Post-dose),Ciliary Redness at Duration of Action (8 Hours + 30 Minutes); Ciliary Redness at Onset of Action (15 Minutes Post-dose); Episcleral Redness at Duration of Action (8 Hours + 30 Minutes Post-dose); Episcleral Redness at Onset of Action (15 Minutes Post-dose); Chemosis at Duration of Action (8 Hours + ,False,False
CETIRIZINE,NCT00488176,Comparison of the Effect of Montelukast and Cetirizine on Allergic Inflammation in Children With Allergic Rhinitis,UNKNOWN,PHASE4,Seasonal Allergic Rhinitis,6 Years,18 Years,True,exhaled nitric oxide concentration,"symptoms score (based on PAQLQ), bronchial hyperresponsiveness with methacholine, spirometry, PEFR measurements",False,False
CETIRIZINE,NCT01127620,Efficacy Study for the Symptomatic Treatment of Perennial Allergic Rhinitis With a 1 Year Safety Extension,COMPLETED,PHASE3,Perennial Allergic Rhinitis,12 Years,70 Years,True,Double-blind phase: AUC of TSS throughout the study; Open-label phase: Long-term safety,AUC of TSS since baseline to D28 according to the patient's assessment on instantaneous symptoms.; Change in the TSS on D14 and D28 visits versus D0 visit according to the patient and investigator's assessments (at the moment of the visits); Change in Nasal Symptoms Score (NSS); Change in Non Nasal ,False,False
CETIRIZINE,NCT06126991,Organ Protective Effect of Cetirizine In Patients With Severe Burns,UNKNOWN,PHASE1; PHASE2,Burns,12 Years,90 Years,True,APACHE II on Day 7,Urinary Output; Blood L-lactate; Base Excess (BE); Oxygen Saturation; Stroke Volume Variation; Global End-Diastolic Volume; Central Venous Pressure; Stroke Volume; Cardiac Function Index; Pulmonary interstitial edema; SOFA Score; Body Temperature; Heart Rate; Respiratory Rate; Leukocyte Count; Blood,False,False
