pmcid,pmid,doi,title,year,journal,cited_by,found_by,query_kinds,is_anchor,relevance
PMC12204078,40585989,10.7150/thno.111198,FAK signaling suppression by OCT4-ITGA6 mediates the effectively removal of residual pluripotent stem cells and enhances application safety.,2025,Theranostics,0,"""Y27632""",compound x growth plate,False,0.0
PMC13266828,42306687,10.21037/jtd-2026-1-0037,Progress on the mechanism of Piezo1 in mechanical ventilation-induced lung injury.,2026,Journal of thoracic disease,0,"""GsMTx4""; ""PIEZO1""; ""RHOA""; ""ROCK1""; ""Y27632""; ""Yoda1""; ""blebbistatin""; ""cadherin""; ""fasudil""",compound x growth plate; target x growth x geometry,False,0.0
PMC12865622,41640696,10.1016/j.jcot.2026.103340,The role of genetics and molecular mechanisms in early onset scoliosis.,2026,Journal of clinical orthopaedics and trauma,0,"""TRPV4""; ""microtubule""; ""planar cell polarity""",target x growth x geometry,False,0.0
PMC13005576,41868040,10.2147/ijwh.s576980,The Clinical Utility of Whole-Exome Sequencing in the Prenatal Diagnosis of Fetal Skeletal Dysplasia.,2026,International journal of women's health,0,"""acetazolamide""",compound x growth plate,False,0.0
PMC11103445,,,Abstracts of the ECTS 2024 Congress,2024,JBMR plus,0,"""furosemide""",compound x growth plate,False,0.0
PMC11298690,39104442,10.1210/jcemcr/luae144,SIADH as a Rare Complication of Foramen Magnum Stenosis in an Infant With Achondroplasia.,2024,JCEM case reports,0,"""furosemide""",compound x growth plate,False,0.0
PMC12599732,41204616,10.1097/md.0000000000046330,Expression of Concern: Study Protocols.,2025,Medicine,0,"""furosemide""",compound x growth plate,False,0.0
PMC11760197,39866922,10.1002/jha2.1093,A Complex Presentation of Multiple Myeloma With Renal Complications in a Young Female: Diagnostic Challenges and Treatment Approach.,2025,EJHaem,0,"""furosemide""",compound x growth plate,False,0.0
PMC7207525,,,"SUN-182 Rare Case of Adrenocortical Carcinoma with Tumor Extension into the Inferior Venacava, Right Atrium and Right Ventricle",2020,Journal of the Endocrine Society,0,"""furosemide""",compound x growth plate,False,0.0
PMC12531457,,,2025 ACVIM Forum Research Abstract Program,2025,Journal of veterinary internal medicine,0,"""furosemide""",compound x growth plate,False,0.0
PMC12516451,41089634,10.47176/mjiri.39.91,The Application of Magnetic Particles for Cell Targeting in Preclinical Animal Models: A Systematic Review.,2025,Medical journal of the Islamic Republic of Iran,0,"""furosemide""",compound x growth plate,False,0.0
PMC13236570,42237902,10.1042/bcj20250137,Non-canonical and constitutive activation of small GTPases: more than an exception to the rule?,2026,The Biochemical journal,0,"""CDC42""; ""RAC1""; ""RHOA""; ""ROCK2""; ""cadherin""; ""cholesterol""; ""planar cell polarity""",target x growth x geometry,False,0.0
PMC12394368,40676165,10.1007/s00247-025-06316-0,Costochondral junction variations in children younger than 2 years.,2025,Pediatric radiology,0,"""furosemide""",compound x growth plate,False,0.0
PMC12865700,41640829,10.70352/scrj.cr.25-0719,Ventricular Septal Perforation Associated with Takotsubo Syndrome and Its Pathogenic Mechanisms.,2026,Surgical case reports,0,"""furosemide""",compound x growth plate,False,0.0
PMC12504001,41064600,10.1155/crie/2254609,Severe Phenotype of De Novo TSHR Activating Pathogenic Variants.,2025,Case reports in endocrinology,0,"""furosemide""",compound x growth plate,False,0.0
PMC11196210,38885190,10.12659/ajcr.942872,Bartter Syndrome Presenting as Arginine-Vasopressin Resistance: A Report of 2 Cases.,2024,The American journal of case reports,0,"""furosemide""",compound x growth plate,False,0.0
PMC11408177,39296888,10.3389/fmed.2024.1399397,Case series report: use of vibroacoustic pulmonary therapy in patients with thoracic trauma complicated by acute respiratory failure.,2024,Frontiers in medicine,0,"""furosemide""",compound x growth plate,False,0.0
PMC13133653,42079869,10.3389/fchem.2026.1817443,Application and translational research of magnesium in nursing care of orthopedic diseases: from mechanism to clinical translation.,2026,Frontiers in chemistry,0,"""furosemide""",compound x growth plate,False,0.0
PMC13076915,41987916,10.1002/jmd2.70088,Teriparatide in Two Patients With Mucopolysaccharidosis Type IVB.,2026,JIMD reports,0,"""furosemide""",compound x growth plate,False,0.0
PMC11200479,,,The Role of Biophysical Factors in Organ Development: Insights from Current Organoid Models,2024,"Bioengineering (Basel, Switzerland)",0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC12839096,41594638,10.3390/biom16010098,FTO-Eci1 Axis Mediates Exercise-Induced Cardioprotection in Pressure Overload Mice.,2026,Biomolecules,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC11718808,39796676,10.3390/cancers17010047,"Evaluation of LRP6, SFRP3, and DVL1 Protein Concentrations in Serum of Patients with Gastroenteropancreatic or Bronchopulmonary Neuroendocrine Tumors.",2024,Cancers,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC13199572,42178457,10.1186/s43556-026-00477-6,Neointimal hyperplasia and vascular restenosis: from molecular mechanisms to therapeutic interventions.,2026,Molecular biomedicine,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12940780,,,"Characterization, Preconditioning, Safety, and Other Issues of MSC-Derived EVs and Secretome",2026,International journal of molecular sciences,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12613061,41246212,10.1016/j.jmccpl.2025.100487,YAP/TAZ deletion in vascular smooth muscle cells mirrors atherosclerosis-associated transcriptional programs.,2025,Journal of molecular and cellular cardiology plus,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12844774,41599653,10.3390/ph19010052,Analysis of Research Progress on the Chemical Constituents and Pharmacological Activities of Er-Shiwei Roudoukou Wan.,2025,"Pharmaceuticals (Basel, Switzerland)",0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12757485,41389677,10.1016/j.identj.2025.109317,Neural Orchestration of Mandibular Development.,2026,International dental journal,0,"""RAC1""; ""ROCK2""",target x growth x geometry,False,0.0
PMC12924347,41593678,10.1186/s13075-026-03754-5,Cyclovirobuxine D attenuates collagen-induced arthritis by inhibiting PI3K/AKT pathway and macrophage polarization.,2026,Arthritis research & therapy,0,"""cofilin""",target x growth x geometry,False,0.0
PMC10506415,,,AnnexinA6: a potential therapeutic target gene for extracellular matrix mineralization,2023,Frontiers in cell and developmental biology,0,"""cofilin""",target x growth x geometry,False,0.0
PMC13008200,41861196,10.1097/md.0000000000048105,Mitochondrial dysfunction and programmed cell death in Alzheimer's disease: A retrospective bioinformatics study.,2026,Medicine,0,"""cofilin""",target x growth x geometry,False,0.0
PMC12784828,41514823,10.3390/ani16010136,Weighted Single-Step Genome-Wide Association Study Identifies Candidate Genes for Carcass Traits and Primal Cut Yields in Hanwoo Cattle.,2026,Animals : an open access journal from MDPI,0,"""cofilin""",target x growth x geometry,False,0.0
PMC12650246,41301756,10.3390/biomedicines13112663,Beyond ER Stress: The Pleiotropic Roles of XBP1 in Development and Regeneration.,2025,Biomedicines,0,"""cofilin""",target x growth x geometry,False,0.0
PMC12532169,41111604,10.15420/ecr.2025.34,Proregenerative MicroRNAs to Repair the Damaged Heart.,2025,European cardiology,0,"""cofilin""",target x growth x geometry,False,0.0
PMC13241941,42256891,10.1016/j.bioactmat.2026.05.046,BMP-7 mRNA delivered by Fibrin-CaP scaffolds activates osteogenic programs in vivo as evidenced by transcriptomic and proteomic analyses.,2026,Bioactive materials,0,"""cofilin""",target x growth x geometry,False,0.0
PMC12881898,41636248,10.1530/eor-2025-0147,Current advances of bone homeostasis imbalance in the cause of hereditary metabolic bone diseases.,2026,EFORT open reviews,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC9706283,36457597,10.7759/cureus.30861,Toe Acrometastasis as an Initial Sign of Metastasis in a Patient With a Large Cell Lung Carcinoma.,2022,Cureus,0,"""furosemide""",compound x growth plate,False,0.0
PMC12859254,41623290,10.1016/j.xkme.2025.101218,"Malignancy-Associated Hypercalcemia and Kidney Disease: Facts, Controversies, and Management.",2026,Kidney medicine,0,"""furosemide""",compound x growth plate,False,0.0
PMC11352457,39199661,10.3390/cancers16162891,Effects of Selective and Nonselective Beta Blockers on Bone Mineral Density in Mexican Patients with Breast Cancer.,2024,Cancers,0,"""furosemide""",compound x growth plate,False,0.0
PMC11065124,38706513,10.26502/fjhs.170,Surface Chemistry of Gold Nanoparticles Modulates Cytokines and Nanomechanical Properties in Pancreatic Cancer Cell Lines: A Correlative Study.,2024,Fortune journal of health sciences,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC12994121,40995872,10.1002/dvdy.70082,Pathogenesis and potential therapeutic targets of trichorhinophalangeal syndrome; lessons obtained from animal studies.,2026,Developmental dynamics : an official publication of the American Association of Anatomists,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC13071021,41982331,10.3389/fbioe.2026.1773841,Intra-articular delivery of Si-Vangl2 limits cartilage degeneration in an osteoarthritis rat model.,2026,Frontiers in bioengineering and biotechnology,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC12300478,40732317,10.3390/ph18071029,The Cellular and Mitochondrial Consequences of Mevalonate Pathway Inhibition by Nitrogen-Containing Bisphosphonates: A Narrative Review.,2025,"Pharmaceuticals (Basel, Switzerland)",0,"""cofilin""",target x growth x geometry,False,0.0
PMC13126398,42065041,10.32604/or.2026.076157,AI-Guided Discovery of Oncogenic Signaling Crosstalk in Tumor Progression and Drug Resistance.,2026,Oncology research,0,"""cofilin""",target x growth x geometry,False,0.0
PMC13199816,42199508,10.1016/j.bbrep.2026.102635,"O-GlcNAcylation: A bridge for regulating the function of the ""heart-kidney-bone axis"".",2026,Biochemistry and biophysics reports,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC13050470,41943840,10.7150/ijbs.129449,Cellular and Molecular Neuro-Bone Cell Interactions Drive Alveolar Bone Remodeling During Orthodontic Mechanical Loading.,2026,International journal of biological sciences,0,"""PIEZO2""; ""ROCK2""",target x growth x geometry,False,0.0
PMC12785554,41516201,10.3390/ijms27010325,Multifaceted Roles of IL-26 in Physiological and Pathological Conditions.,2025,International journal of molecular sciences,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC12829578,41576171,10.1126/sciadv.ady1292,Oxidation-activated nanotherapy boosts tumor immunity and disrupts tumor-nerve crosstalk to combat bone metastases and cancer pain.,2026,Science advances,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC13043943,41920440,10.1186/s43556-026-00437-0,Chaperonin in health and disease.,2026,Molecular biomedicine,0,"""cytochalasin D""; ""latrunculin""; ""simvastatin""",compound x growth plate,False,0.0
PMC13059366,41772645,10.1186/s12967-026-07932-6,Cyclic tensile loading regulates nucleus pulposus cell autophagy through mitochondrial dynamics: molecular mechanisms and implications.,2026,Journal of translational medicine,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC12717955,41424455,10.2147/ijn.s545353,Advancing Nanomedicine: For Bone Defect Repair and Regeneration.,2025,International journal of nanomedicine,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12897768,41683570,10.3390/ijms27031140,Potential Link Between a Disruptive &lt;i&gt;CAPN6&lt;/i&gt; Variant and Neurodevelopmental Disorders.,2026,International journal of molecular sciences,0,"""microtubule""",target x growth x geometry,False,0.0
PMC13286399,42332483,10.1097/md.0000000000049269,Bezafibrate-associated rhabdomyolysis in a patient with diabetic kidney disease: A case report and successful transition to tafolecimab.,2026,Medicine,0,"""cholesterol""",compound x growth plate,False,0.0
PMC13297176,,,The Gut-Bone Axis and Skeletal Health: Regulatory Mechanisms and Therapeutic Applications of Plant-Derived Bioactive Compounds,2026,Biomolecules,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12712321,41427121,10.1177/1759720x251398430,From advanced imaging to molecular insights: the state of the art in omics for axial spondyloarthritis.,2025,Therapeutic advances in musculoskeletal disease,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC12963063,41798918,10.3389/fimmu.2026.1696120,Mitochondrial-targeted therapy for osteoarthritis: Challenges and opportunities from basic research to clinical translation.,2026,Frontiers in immunology,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC12723191,41445977,10.1155/bmri/2356842,The Role of miR-138 in Cardiovascular Diseases.,2025,BioMed research international,0,"""LIMK1""; ""MYH9""; ""ROCK2""",target x growth x geometry,False,0.0
PMC13067619,41782032,10.1186/s12974-026-03749-8,Spatiotemporal dynamics of brain pericytes in ischemic stroke.,2026,Journal of neuroinflammation,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC12730483,41463300,10.3390/biom15121643,Emerging Role of Calycosin in Inflammatory Diseases: Molecular Mechanisms and Potential Therapeutic Applications.,2025,Biomolecules,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC12741935,41451871,10.1002/alz.71033,PAK1 inhibitor NVS-PAK1-1 preserves dendritic spines in amyloid/tau exposed neurons and 5xFAD mice.,2025,Alzheimer's & dementia : the journal of the Alzheimer's Association,0,"""LIMK1""; ""ROCK2""; ""cofilin""",target x growth x geometry,False,0.0
PMC13206373,41841400,10.1002/adhm.202503591,"The Floor-Ceiling-Chip, or 2 × 2D = Pseudo-3D-Approaching 3D Cell Morphology and Organization between Two Opposing 2D Substrates with Cell-Adhesive Protein Micropatterns.",2026,Advanced healthcare materials,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13259007,42280411,10.3390/nu18111768,Study of the Mechanism of Action of Deer Bone Water Extract Fermented by &lt;i&gt;Lactobacillus reuteri&lt;/i&gt; on Rheumatoid Arthritis-Induced Osteoporosis.,2026,Nutrients,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13176541,41766211,10.1002/adhm.202504865,"A Modular Bioinstructive Platform Reveals Mechanistic Insights into Additive-Free, Topography-Driven Osteogenesis.",2026,Advanced healthcare materials,0,"""PIEZO2""; ""cholesterol""; ""focal adhesion""; ""microtubule""",target x growth x geometry,False,0.0
PMC13194955,41904167,10.1038/s41467-026-71246-w,Cartilage targeting hydrogel nanoplatform degrades BRD4 to alleviate osteoarthritis via Nav1.7 axis.,2026,Nature communications,0,"""cytochalasin D""",compound x growth plate,False,0.0
PMC13292056,42358836,10.32604/or.2026.077723,Emerging Nanocarrier Strategies for Optimized Drug Delivery in the Treatment of Primary Bone Cancer.,2026,Oncology research,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12109971,40699694,10.3390/cimb47050295,Liposomes as Imaging Agents of Inflammation and Oxidative Stress in Bone Implants.,2025,Current issues in molecular biology,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12155976,40507601,10.3390/jcm14113840,Evaluation of Epigenetic Age Acceleration in Growth Hormone (GH)-Deficient Children After 6 Months of Recombinant Human GH Replacement Therapy: Anti-Ageing GH vs. Pro-Ageing Insulin-like Growth Factor 1 (IGF-1)?,2025,Journal of clinical medicine,0,"""cholesterol""",compound x growth plate,False,0.0
PMC13165107,42124029,10.3390/nu18091428,"Effects of 25-Hydroxyvitamin D&lt;sub&gt;3&lt;/sub&gt; Combined with Phytase and Probiotic on Calcium-Phosphorus Metabolism, Bone Development, and Growth Performance in Weaned Piglets.",2026,Nutrients,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC12945759,41767373,10.3389/fendo.2026.1672914,Case Report: Developmental-like skeletal deformities and transient osteosclerosis as rare presentations of primary hyperparathyroidism.,2026,Frontiers in endocrinology,0,"""furosemide""",compound x growth plate,False,0.0
PMC12146277,40492264,10.3389/fped.2025.1590183,Case Report: Clinical management of a severe DBA patient with a novel RPS19 mutation.,2025,Frontiers in pediatrics,0,"""furosemide""",compound x growth plate,False,0.0
PMC11837871,39974245,10.7759/cureus.77708,Balancing the Treatment of Kaposi Sarcoma and Bullous Pemphigoid: A Therapeutic Challenge in a 63-Year-Old Male.,2025,Cureus,0,"""furosemide""",compound x growth plate,False,0.0
PMC10472535,,,"Emerging structural and pathological analyses on the erectile organ, corpus cavernous containing sinusoids",2023,Reproductive medicine and biology,0,"""ROCK2""",target x growth x geometry,False,0.0
PMC12579884,41185709,10.2147/dddt.s547141,Luteolin's Potential in Managing Osteoporosis and Bone Metabolism Disorders: Preclinical Insights.,2025,"Drug design, development and therapy",0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC12956100,41774747,10.1371/journal.pone.0343836,Integrating sequence-based GWAS and comparative genomic analysis reveals conservation and species-specificity of putative functional variants influencing tail length and tail abnormalities in pigs and sheep.,2026,PloS one,0,"""PIEZO2""; ""planar cell polarity""",target x growth x geometry,False,0.0
PMC13066729,41970229,10.1002/mco2.70727,"Osteoarthritis: Epidemiology, Pathogenesis, and Treatment.",2026,MedComm,0,"""planar cell polarity""",target x growth x geometry,False,0.0
PMC12789575,41353408,10.1038/s41467-025-67035-6,Anti-swelling and self-activating artificial proteoglycan assemblies as cartilaginous implant for post-microfracture healing.,2025,Nature communications,0,"""cofilin""",target x growth x geometry,False,0.0
PMC13164455,42123650,10.3390/ijms27094074,Mulibrey Nanism: Clinical Spectrum and Molecular Pathogenesis.,2026,International journal of molecular sciences,0,"""centrosome""; ""microtubule""",target x growth x geometry,False,0.0
PMC13187541,42169959,10.1016/j.jot.2026.101113,Talin1 loss activates DRG neurons to accelerate bone remodeling and fracture healing in mice.,2026,Journal of orthopaedic translation,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13018096,41175291,10.1007/s40618-025-02733-y,Role of Notch signaling in corticalization.,2026,Journal of endocrinological investigation,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13225535,42216392,10.1097/md.0000000000047870,THE molecular mechanisms underlying synovial fibroblast differentiation in knee osteoarthritis revealed by single-cell transcriptome sequencing.,2026,Medicine,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13219239,42000969,10.1007/s10565-026-10193-0,Single-cell transcriptome profiling reveals the heterogeneity of ossification of the posterior longitudinal ligament (OPLL) and its immune microenvironment.,2026,Cell biology and toxicology,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13269806,42297796,10.1038/s41413-026-00531-7,"Murine model of high bone mass osteogenesis imperfecta exhibits bone matrix hyper-mineralization, misaligned mineral crystals, and altered osteoblast differentiation.",2026,Bone research,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC13054839,41953753,10.1002/jex2.70127,Beyond miRNA Cargo Profiles: Anti-Inflammatory Roles of Extracellular Vesicle-Enriched miRNAs Derived From Human Intervertebral Disc Cells Unveiled by Functional Testing.,2026,Journal of extracellular biology,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC12651378,41296404,10.3390/cimb47110900,Long-Term Liver-Targeted AAV8 Gene Therapy for Mucopolysaccharidosis IVA.,2025,Current issues in molecular biology,0,"""chondrocyte column""",target x growth x geometry,False,0.0
PMC13265705,42306199,10.1016/j.aninu.2025.12.015,Organic manganese as a functional micronutrient: Promoting metabolic health and sustainable growth in &lt;i&gt;Litopenaeus vannamei&lt;/i&gt;.,2026,Animal nutrition (Zhongguo xu mu shou yi xue hui),0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC13003115,41857315,10.1186/s43556-026-00434-3,"The JMJD family histone demethylases: structure, mechanism of action, diseases and therapeutic targets.",2026,Molecular biomedicine,0,"""ROCK1""; ""ROCK2""",target x growth x geometry,False,0.0
PMC13167554,42136645,10.3389/fimmu.2026.1820504,Unlocking the potential of engineered exosomes for knee osteoarthritis therapy.,2026,Frontiers in immunology,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12241854,40641662,10.1093/ehjimp/qyaf057,Estimation of toe brachial index based on forefoot Doppler waveforms.,2025,European heart journal. Imaging methods and practice,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12755895,41480250,10.1159/000549650,Dual-Genetic Etiology in an Atypical Dent Disease Phenotype Which Combines Features of Focal Segmental Glomerulosclerosis and Ellis-Van Creveld-Like Syndrome: A Case Report.,2026,Case reports in nephrology and dialysis,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12671413,41327887,10.1080/07853890.2025.2594352,Targeting the JAK/STAT pathway in palmoplantar pustulosis: a review.,2025,Annals of medicine,0,"""cholesterol""",compound x growth plate,False,0.0
PMC12381294,40858686,10.1038/s41598-025-05735-1,Real-time visualization and modulation of endocytic dynamics in osteocytes in vivo.,2025,Scientific reports,0,"""cholesterol""",compound x growth plate,False,0.0
PMC13056891,41960167,10.34172/bi.30303,Synergistic effects of phytochemical cocktail and aerobic exercise on mRNA and lncRNA networks modulating bone turnover in hypothyroid mice.,2026,BioImpacts : BI,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC13106144,42038001,10.3389/fphys.2026.1792752,Exosomes in osteoporosis: regulatory mechanisms and clinical applications.,2026,Frontiers in physiology,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC13178724,42138202,10.3892/ijmm.2026.5854,"Pharmacological activity, molecular mechanisms and therapeutic potential of erianin (Review).",2026,International journal of molecular medicine,0,"""ROCK1""; ""ROCK2""",target x growth x geometry,False,0.0
PMC12484806,41028821,10.1038/s41598-025-11573-y,"Integrated proteome, phospho-proteome and malonyl-proteome revealed a molecular alteration of breast cancer.",2025,Scientific reports,0,"""ROCK1""; ""ROCK2""; ""centrosome""",target x growth x geometry,False,0.0
PMC12615416,41246007,10.3389/fcvm.2025.1659847,Functional analysis of &lt;i&gt;TWIST1&lt;/i&gt; domains regulating smooth muscle cell phenotype.,2025,Frontiers in cardiovascular medicine,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12842366,41596660,10.3390/ijms27021015,Research Progress on the Regulatory Effect of Curcumin on Mesenchymal Stem Cells.,2026,International journal of molecular sciences,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12702059,41399695,10.1016/j.mbm.2025.100162,Mechanobiology of intervertebral disc degeneration: From pathological mechanisms to therapeutic approaches.,2025,Mechanobiology in medicine,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC13185783,42164998,10.1016/j.bioactmat.2026.04.035,Hit the bull's eye: Engineered extracellular vesicles for targeted therapy.,2026,Bioactive materials,0,"""LIMK1""; ""ROCK1""",target x growth x geometry,False,0.0
PMC12525286,41097093,10.3390/ijms26199822,Brain-Bone Axis in Physiological and Pathological Conditions.,2025,International journal of molecular sciences,0,"""ROCK1""; ""ROCK2""",target x growth x geometry,False,0.0
PMC12986144,,,Degradation of the Molecular Basis of Life During the Aging Process,2026,International journal of molecular sciences,0,"""microtubule""",target x growth x geometry,False,0.0
PMC11720453,39795874,10.3390/ijms26010016,Loss of CHOP Prevents Joint Degeneration and Pain in a Mouse Model of Pseudoachondroplasia.,2024,International journal of molecular sciences,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12623868,41249206,10.1038/s41526-025-00535-3,A biological and ethical assessment of whether humans could or should reproduce in space.,2025,NPJ microgravity,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12874452,41660583,10.1016/j.bonr.2025.101895,The effect of spaceflight on tissues of the spinal column.,2026,Bone reports,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12730290,41463570,10.3390/biology14121797,Comparative Transcriptome Sequencing Analysis Revealed Key Pathways and Hub Genes Related to Gill Raker Development in Silver Carp (&lt;i&gt;Hypophthalmichthys molitrix&lt;/i&gt;).,2025,Biology,0,"""focal adhesion""",target x growth x geometry,False,0.0
PMC12913206,41716516,10.34172/bi.32628,Cell-imprinted substrates as biomimetic platforms for osteoarthritis modeling with mesenchymal stem cells.,2025,BioImpacts : BI,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12326205,40765402,10.1302/2046-3758.148.bjr-2024-0484.r1,Paclitaxel-mediated microtubule stabilization regulates flexor tendon repair in rats.,2025,Bone & joint research,0,"""microtubule""",target x growth x geometry,False,0.0
PMC13255931,42278032,10.3390/ani16111597,Genome-Wide Association Study Reveals Genetic Loci Associated with Body Measurement Traits in Yanqi Horses.,2026,Animals : an open access journal from MDPI,0,"""microtubule""",target x growth x geometry,False,0.0
PMC12874333,41660125,10.1016/j.mtbio.2026.102846,Harnessing polysaccharide-mediated biomineralization for advanced bone tissue engineering.,2026,Materials today. Bio,0,"""simvastatin""",compound x growth plate,False,0.0
PMC10915952,,,Crosstalk between Wnt and bone morphogenetic protein signaling during osteogenic differentiation,2024,World journal of stem cells,0,"""nobiletin""; ""planar cell polarity""; ""simvastatin""",compound x growth plate; target x growth x geometry,False,0.0
PMC11558254,39540057,10.1016/j.bonr.2024.101790,Combination treatment with whole body vibration and simvastatin improves the early osseointegration in aged rats.,2024,Bone reports,0,"""simvastatin""",compound x growth plate,False,0.0
PMC12491642,41049910,10.7759/cureus.91486,Statins in Orthodontics: Pharmacological Modulation of Relapse and Tooth Movement.,2025,Cureus,0,"""lovastatin""; ""simvastatin""",compound x growth plate,False,0.0
PMC12401252,40901174,10.1097/ms9.0000000000003581,The local application of a 1% simvastatin gel improves bone regeneration in osteoporotic mandibular defects: a rat model study.,2025,Annals of medicine and surgery (2012),0,"""simvastatin""",compound x growth plate,False,0.0
PMC12651957,41302318,10.3390/healthcare13222930,Association Between Common Systemic Medications and the Presence and Severity of Furcation Involvement: A Cross-Sectional Study.,2025,"Healthcare (Basel, Switzerland)",0,"""lovastatin""; ""simvastatin""",compound x growth plate,False,0.0
PMC12501483,41064021,10.34172/japid.025.3478,Histologic evaluation of topical simvastatin effects on extraction sockets: A randomized controlled clinical trial.,2025,Journal of advanced periodontology & implant dentistry,0,"""simvastatin""",compound x growth plate,False,0.0
PMC13255522,42274279,10.1155/bmri/6652338,Exosomes From Adipose-Derived Mesenchymal Stem Cells: A New Prospective Therapy of Diabetic Foot Ulcer.,2026,BioMed research international,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12896350,41549299,10.1186/s12933-025-03074-z,Independent association of leg-height ratio with 15 cardiometabolic diseases.,2026,Cardiovascular diabetology,0,"""cholesterol""",compound x growth plate,False,0.0
PMC13202777,41981557,10.1186/s12917-026-05456-1,Idiopathic mediastinal chyloma in a cat: a case report of a novel manifestation of chyle leakage.,2026,BMC veterinary research,0,"""cholesterol""",compound x growth plate,False,0.0
PMC13049614,41938370,10.1016/j.jot.2026.101071,Silencing SFRP1 in bone mesenchymal stem cells alleviates pediatric B-ALL-driven bone loss by activating Wnt/β-catenin signaling.,2026,Journal of orthopaedic translation,0,"""cholesterol""",compound x growth plate; target x growth x geometry,False,0.0
PMC12993135,41853462,10.1016/j.xjidi.2026.100459,An updated guide to hair follicle stem cell markers and changes in their expression with aging.,2026,JID innovations : skin science from molecules to population health,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC13189907,42181689,10.3389/fcell.2026.1821763,"Adipose-derived mesenchymal stromal cell-microenvironment interaction network in metabolic syndrome: ADMSC injury response, adaptive regulation, and regenerative potential.",2026,Frontiers in cell and developmental biology,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC12937741,41750335,10.3390/biom16020265,Chromatin Remodeling in VSMC Phenotype Switching During Vascular Remodeling: From Mechanism to Therapeutic Potential.,2026,Biomolecules,0,"""ROCK1""; ""ROCK2""",target x growth x geometry,False,0.0
PMC10999211,38586815,10.2147/ott.s471180,TNFα Promotes Glioblastoma A172 Cell Mitochondrial Apoptosis via Augmenting Mitochondrial Fission and Repression of MAPK-ERK-YAP Signaling Pathways [Retraction].,2024,OncoTargets and therapy,0,"""ROCK1""",target x growth x geometry,False,0.0
PMC13226756,42223526,10.1007/s44445-026-00187-3,Comparative efficacy of chitosan and calcium carbonate-based scaffolds for bone regeneration in preclinical in vivo models: a systematic review.,2026,The Saudi dental journal,0,"""simvastatin""",compound x growth plate,False,0.0
PMC12641937,41283571,10.3390/arm93060051,A Unified Map of Airway Interactions: Secretome and Mechanotransduction Loops from Development to Disease.,2025,Advances in respiratory medicine,0,"""TRPV4""; ""osmotic swelling""",target x growth x geometry,False,0.0
PMC13163926,42123487,10.3390/ijms27093902,TRP-Dependent Calcium Regulation in HCEC-12 Cells: Involvement of Ascorbic Acid and Cannabinoid Receptor Signaling.,2026,International journal of molecular sciences,0,"""TRPV4""",target x growth x geometry,False,0.0
