mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Adamts18,ADAMTS18,,KO_promotes_maturation,0.10004,0.90004,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Apoh,APOH,,KO_promotes_maturation,0.0994,1.2994,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dok3,DOK3,,KO_promotes_maturation,0.09916,0.89916,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bmf,BMF,,KO_promotes_maturation,0.09863,1.29863,1.2,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ints3,INTS3,,KO_promotes_maturation,0.09825,0.89825,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mrps31,MRPS31,,KO_promotes_maturation,0.09455,0.89455,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ddo,DDO,,KO_promotes_maturation,0.09377,1.29377,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sdf2l1,SDF2L1,,KO_promotes_maturation,0.09336,0.89336,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Parp3,PARP3,,KO_promotes_maturation,0.09135,0.89135,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rbck1,RBCK1,,KO_promotes_maturation,0.09122,0.89122,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Saysd1,SAYSD1,,KO_promotes_maturation,0.0909,0.8909,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Phlpp1,PHLPP1,,KO_promotes_maturation,0.0908,0.8908,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Inhba,INHBA,,KO_promotes_maturation,0.09075,1.29075,1.2,hypertrophic,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Knop1,KNOP1,,KO_promotes_maturation,0.09022,0.89022,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cldn14,CLDN14,,KO_promotes_maturation,0.0898,0.8898,0.8,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Btbd9,BTBD9,,KO_promotes_maturation,0.0889,0.8889,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hspa4,HSPA4,,KO_promotes_maturation,0.08889,0.88889,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fgf5,FGF5,,KO_promotes_maturation,0.08889,0.88889,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zkscan14,ZNF394,,KO_promotes_maturation,0.088,0.888,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp7b,ATP7B,,KO_promotes_maturation,0.08782,0.88782,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
4833439L19Rik,KIAA1191,,KO_promotes_maturation,0.08753,0.88753,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Etfa,ETFA,,KO_promotes_maturation,0.08724,0.88724,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxo33,FBXO33,,KO_promotes_maturation,0.08631,1.28631,1.2,hypertrophic,hypertrophic,hypertrophic,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Upf1,UPF1,,KO_promotes_maturation,0.08296,0.88296,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arfip1,ARFIP1,,KO_promotes_maturation,0.07984,0.87984,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zc2hc1c,ZC2HC1C,,KO_promotes_maturation,0.07733,0.87733,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Akr1e1,AKR1E2,,KO_promotes_maturation,0.07687,0.87687,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myh14,MYH14,,KO_promotes_maturation,0.07566,0.87566,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ninj1,NINJ1,,KO_promotes_maturation,0.07538,1.27538,1.2,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vezf1,VEZF1,,KO_promotes_maturation,0.07474,0.87474,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prkd2,PRKD2,,KO_promotes_maturation,0.07413,0.87413,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc39a5,SLC39A5,,KO_promotes_maturation,0.07213,1.27213,1.2,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atg16l2,ATG16L2,,KO_promotes_maturation,0.07207,1.27207,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mcl1,MCL1,,KO_promotes_maturation,0.06986,1.26986,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dpagt1,DPAGT1,,KO_promotes_maturation,0.06896,0.86896,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Snx4,SNX4,,KO_promotes_maturation,0.06832,0.86832,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atg7,ATG7,,KO_promotes_maturation,0.06804,1.26804,1.2,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pigl,PIGL,,KO_promotes_maturation,0.06711,0.86711,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndufs2,NDUFS2,,KO_promotes_maturation,0.06653,0.86653,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem190,TMEM190,,KO_promotes_maturation,0.06629,1.26629,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ryk,RYK,,KO_promotes_maturation,0.06602,1.26602,1.2,shared,hypertrophic,hypertrophic,19.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Etv1,ETV1,,KO_promotes_maturation,0.06578,1.26578,1.2,hypertrophic,resting,resting,10.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rrp15,RRP15,,KO_promotes_maturation,0.06538,1.26538,1.2,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zdhhc6,ZDHHC6,,KO_promotes_maturation,0.06506,0.86506,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lingo3,LINGO3,,KO_promotes_maturation,0.06482,1.26482,1.2,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Osgin1,OSGIN1,,KO_promotes_maturation,0.06411,1.26411,1.2,hypertrophic,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dpt,DPT,,KO_promotes_maturation,0.06228,1.26228,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dhx57,DHX57,,KO_promotes_maturation,0.06125,0.86125,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmb3,PSMB3,,KO_promotes_maturation,0.06098,0.86098,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olig3,OLIG3,,KO_promotes_maturation,0.06088,0.86088,0.8,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gns,GNS,,KO_promotes_maturation,0.06085,1.26085,1.2,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxo30,FBXO30,,KO_promotes_maturation,0.06074,0.86074,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pcdh17,PCDH17,,KO_promotes_maturation,0.05961,0.85961,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grsf1,GRSF1,,KO_promotes_maturation,0.05926,0.85926,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lep,LEP,,KO_promotes_maturation,0.05844,0.85844,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spata2l,SPATA2L,,KO_promotes_maturation,0.05678,0.85678,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc16a5,SLC16A5,,KO_promotes_maturation,0.05594,0.85594,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdlim2,PDLIM2,,KO_promotes_maturation,0.05554,1.25554,1.2,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ippk,IPPK,,KO_promotes_maturation,0.05496,1.25496,1.2,proliferative,proliferative,proliferative,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnajc24,DNAJC24,,KO_promotes_maturation,0.05439,0.85439,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps6kc1,RPS6KC1,,KO_promotes_maturation,0.05356,0.85356,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sstr2,SSTR2,,KO_promotes_maturation,0.05252,1.25252,1.2,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lamtor1,LAMTOR1,,KO_promotes_maturation,0.05238,0.85238,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Emilin3,EMILIN3,,KO_promotes_maturation,0.05235,1.25235,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adamtsl2,ADAMTSL2,,KO_promotes_maturation,0.05055,1.25055,1.2,hypertrophic,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Htr1a,HTR1A,,KO_promotes_maturation,0.0501,0.8501,0.8,,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tcaim,TCAIM,,KO_promotes_maturation,0.04884,0.84884,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rapgef5,RAPGEF5,,KO_promotes_maturation,0.04821,0.84821,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pkn1,PKN1,,KO_promotes_maturation,0.04774,0.84774,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cep350,CEP350,,KO_promotes_maturation,0.04596,0.84596,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pknox2,PKNOX2,,KO_promotes_maturation,0.04408,0.84408,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam219a,FAM219A,,KO_promotes_maturation,0.0425,0.8425,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Eif2s2,EIF2S2,,KO_promotes_maturation,0.04145,0.84145,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc37l1,CDC37L1,,KO_promotes_maturation,0.03827,0.83827,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hcar2,HCAR3,,KO_promotes_maturation,0.03728,1.23728,1.2,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hvcn1,HVCN1,,KO_promotes_maturation,0.03619,0.83619,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aptx,APTX,,KO_promotes_maturation,0.03421,0.83421,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mgrn1,MGRN1,,KO_promotes_maturation,0.03404,0.83404,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lzts1,LZTS1,,KO_promotes_maturation,0.03267,0.83267,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pparg,PPARG,,KO_promotes_maturation,0.03202,1.23202,1.2,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ell,ELL,,KO_promotes_maturation,0.03124,1.23124,1.2,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fgf17,FGF17,,KO_promotes_maturation,0.03076,0.83076,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc22a17,SLC22A17,,KO_promotes_maturation,0.02935,1.22935,1.2,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mgll,MGLL,,KO_promotes_maturation,0.02919,0.82919,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
4921504E06Rik,C10orf67,,KO_promotes_maturation,0.02903,0.82903,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdk12,CDK12,,KO_promotes_maturation,0.02844,1.22844,1.2,shared,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wdr11,WDR11,,KO_promotes_maturation,0.02663,0.82663,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab31,RAB31,,KO_promotes_maturation,0.02564,0.82564,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem248,TMEM248,,KO_promotes_maturation,0.02466,0.82466,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tyr,TYR,,KO_promotes_maturation,0.02419,1.22419,1.2,,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Anpep,ANPEP,,KO_promotes_maturation,0.02401,1.22401,1.2,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp322a,ZNF322,,KO_promotes_maturation,0.02384,1.22384,1.2,shared,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Agxt,AGXT,,KO_promotes_maturation,0.01387,1.21387,1.2,,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fgd2,FGD2,,KO_promotes_maturation,0.01321,1.21321,1.2,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ifi202b,IFI16,,KO_promotes_maturation,0.01154,0.81154,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hmg20a,HMG20A,,KO_promotes_maturation,0.01142,1.21142,1.2,proliferative,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tbx5,TBX5,,KO_promotes_maturation,0.00497,0.80497,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sp6,SP6,,KO_promotes_maturation,0.00482,0.80482,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prdm11,PRDM11,,KO_promotes_maturation,0.00432,1.20432,1.2,proliferative,proliferative,proliferative,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cblc,CBLC,,KO_promotes_maturation,0.0011,0.8011,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppfibp2,PPFIBP2,,KO_promotes_maturation,0.00068,0.80068,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pax3,PAX3,,KO_promotes_maturation,0.00051,0.80051,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sfmbt2,SFMBT2,,KO_promotes_maturation,0.00047,1.20047,1.2,hypertrophic,resting,resting,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
2510039O18Rik,KIAA2013,,KO_promotes_maturation,-8e-05,0.79992,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sorcs3,SORCS3,,KO_promotes_maturation,-0.00037,1.19963,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hmcn1,HMCN1,,KO_promotes_maturation,-0.00287,1.19713,1.2,hypertrophic,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pwwp2b,PWWP2B,,KO_promotes_maturation,-0.00633,1.19367,1.2,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arg1,ARG1,,KO_promotes_maturation,-0.01152,0.78848,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
H6pd,H6PD,,KO_promotes_maturation,-0.0173,1.1827,1.2,proliferative,hypertrophic,hypertrophic,11.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim61,TRIM61,,KO_promotes_maturation,-0.0189,0.7811,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pfkfb2,PFKFB2,,KO_promotes_maturation,-0.02031,1.17969,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdia4,PDIA4,,KO_promotes_maturation,-0.02845,1.17155,1.2,proliferative,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Terf2ip,TERF2IP,,KO_promotes_maturation,-0.03054,0.76946,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ecel1,ECEL1,,KO_promotes_maturation,-0.03312,1.16688,1.2,,proliferative,proliferative,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ube3c,UBE3C,,KO_promotes_maturation,-0.03567,0.76433,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nkain2,NKAIN2,,KO_promotes_maturation,-0.0377,1.1623,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Irs2,IRS2,,KO_promotes_maturation,-0.03836,1.16164,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rab17,RAB17,,KO_promotes_maturation,-0.04031,1.15969,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arhgef28,ARHGEF28,,KO_promotes_maturation,-0.04045,1.15955,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cd180,CD180,,KO_promotes_maturation,-0.04118,1.15882,1.2,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fgf8,FGF8,,KO_promotes_maturation,-0.04125,1.15875,1.2,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxo24,FBXO24,,KO_promotes_maturation,-0.04205,1.15795,1.2,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnajb8,DNAJB8,,KO_promotes_maturation,-0.04663,0.75337,0.8,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Glrx,GLRX,,KO_promotes_maturation,-0.04785,1.15215,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cngb3,CNGB3,,KO_promotes_maturation,-0.04811,0.75189,0.8,,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vwc2,VWC2,,KO_promotes_maturation,-0.04842,1.15158,1.2,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nox4,NOX4,,KO_promotes_maturation,-0.04987,1.15013,1.2,hypertrophic,hypertrophic,hypertrophic,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myadml2,MYADML2,,KO_promotes_maturation,-0.04998,0.75002,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dok2,DOK2,,KO_promotes_maturation,-0.05149,1.14851,1.2,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Syt12,SYT12,,KO_promotes_maturation,-0.05155,1.14845,1.2,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Socs3,SOCS3,,KO_promotes_maturation,-0.0517,1.1483,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
St8sia4,ST8SIA4,,KO_promotes_maturation,-0.052,1.148,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spata7,SPATA7,,KO_promotes_maturation,-0.0554,1.1446,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptpn4,PTPN4,,KO_promotes_maturation,-0.05774,1.14226,1.2,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bhmt,BHMT,,KO_promotes_maturation,-0.06064,0.73936,0.8,,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ucn3,UCN3,,KO_promotes_maturation,-0.06196,0.73804,0.8,,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp957,TCF20,,KO_promotes_maturation,-0.06226,0.73774,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sp8,SP8,,KO_promotes_maturation,-0.06336,0.73664,0.8,,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dusp1,DUSP1,,KO_promotes_maturation,-0.06486,1.13514,1.2,hypertrophic,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif2b,KIF2B,,KO_promotes_maturation,-0.06603,0.73397,0.8,,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prkar1b,PRKAR1B,,KO_promotes_maturation,-0.07055,1.12945,1.2,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Actn4,ACTN4,,KO_promotes_maturation,-0.07524,1.12476,1.2,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pnpla1,PNPLA1,,KO_promotes_maturation,-0.07592,1.12408,1.2,shared,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gngt1,GNGT1,,KO_promotes_maturation,-0.07687,1.12313,1.2,,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Efcab3,EFCAB13,,KO_promotes_maturation,-0.08028,0.71972,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp1a2,CYP1A2,,KO_promotes_maturation,-0.08138,0.71862,0.8,,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fzd2,FZD2,,KO_promotes_maturation,-0.08702,1.11298,1.2,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cidec,CIDEC,,KO_promotes_maturation,-0.09645,0.70355,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Csmd3,CSMD3,,KO_promotes_maturation,-0.09728,1.10272,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Aamdc,AAMDC,,KO_promotes_maturation,-0.10133,1.09867,1.2,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Satb1,SATB1,,KO_promotes_maturation,-0.10547,1.09453,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mbtps1,MBTPS1,,KO_promotes_maturation,-0.10825,1.09175,1.2,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gcdh,GCDH,,KO_promotes_maturation,-0.10846,1.09154,1.2,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mfn1,MFN1,,KO_promotes_maturation,-0.11183,1.08817,1.2,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Letm2,LETM2,,KO_promotes_maturation,-0.11436,1.08564,1.2,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nr4a2,NR4A2,,KO_promotes_maturation,-0.1166,1.0834,1.2,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
