mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Kif18b,KIF18B,,KO_promotes_maturation,-0.2751456572496719,0.5248543427503282,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
D430019H16Rik,C14orf132,,KO_promotes_maturation,-0.2751888401033592,0.5248111598966408,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp335,ZNF335,,KO_promotes_maturation,-0.2766335168759104,0.5233664831240896,0.8,hypertrophic,resting,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dgke,DGKE,,KO_promotes_maturation,-0.2772934501227589,0.5227065498772411,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sox13,SOX13,,KO_promotes_maturation,-0.2778899372127503,0.5221100627872497,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pde4d,PDE4D,,KO_promotes_maturation,-0.2784913909282258,0.9215086090717745,1.2000000000000002,proliferative,proliferative,hypertrophic,26.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cul7,CUL7,,KO_promotes_maturation,-0.278757917676499,0.521242082323501,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc51a,SLC51A,,KO_promotes_maturation,-0.2790268046457045,0.5209731953542955,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Xpo6,XPO6,,KO_promotes_maturation,-0.2792938116020925,0.5207061883979075,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ankrd16,ANKRD16,,KO_promotes_maturation,-0.2800267486498065,0.5199732513501936,0.8,shared,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gjc3,GJC3,,KO_promotes_maturation,-0.2806800614801361,0.5193199385198639,0.8,shared,hypertrophic,,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rtl1,,,KO_promotes_maturation,-0.2808463156324209,0.9191536843675792,1.2000000000000002,proliferative,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gucy2f,GUCY2F,,KO_promotes_maturation,-0.2809889231227742,0.5190110768772258,0.8,proliferative,,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfyve28,ZFYVE28,,KO_promotes_maturation,-0.2827398916079688,0.9172601083920312,1.2000000000000002,hypertrophic,hypertrophic,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dip2a,DIP2A,,KO_promotes_maturation,-0.2829652641700069,0.5170347358299932,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cabin1,CABIN1,,KO_promotes_maturation,-0.2847585608984946,0.5152414391015054,0.8,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Klf8,KLF8,,KO_promotes_maturation,-0.2872558060357046,0.5127441939642954,0.8,shared,,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Adgrl2,ADGRL2,,KO_promotes_maturation,-0.2886041936018826,0.9113958063981176,1.2000000000000002,hypertrophic,,,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kdm4a,KDM4A,,KO_promotes_maturation,-0.289437189485152,0.510562810514848,0.8,shared,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ehmt1,EHMT1,,KO_promotes_maturation,-0.2898447921735454,0.5101552078264546,0.8,shared,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxw15,FBXW12,,KO_promotes_maturation,-0.2898642189998066,0.5101357810001934,0.8,proliferative,,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Reep1,REEP1,,KO_promotes_maturation,-0.2904111171894437,0.5095888828105564,0.8,shared,proliferative,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem201,TMEM201,,KO_promotes_maturation,-0.2916262458861377,0.5083737541138623,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wnt11,WNT11,,KO_promotes_maturation,-0.2930576362424926,0.5069423637575075,0.8,proliferative,proliferative,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mif,MIF,,KO_promotes_maturation,-0.2941399880537709,0.5058600119462291,0.8,proliferative,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hspb1,HSPB1,,KO_promotes_maturation,-0.2945325910868176,0.5054674089131824,0.8,hypertrophic,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Perp,PERP,,KO_promotes_maturation,-0.2950099364600203,0.90499006353998,1.2000000000000002,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fcer2a,FCER2,,KO_promotes_maturation,-0.2955641802112166,0.5044358197887834,0.8,hypertrophic,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Htr5b,,,KO_promotes_maturation,-0.2961786966647712,0.5038213033352288,0.8,proliferative,hypertrophic,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nipal2,NIPAL2,,KO_promotes_maturation,-0.2964132628854762,0.5035867371145238,0.8,proliferative,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gabbr1,GABBR1,,KO_promotes_maturation,-0.2966845875113753,0.9033154124886248,1.2000000000000002,proliferative,resting,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Timm44,TIMM44,,KO_promotes_maturation,-0.2974667434091369,0.5025332565908631,0.8,proliferative,proliferative,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc22a21,SLC22A5,,KO_promotes_maturation,-0.29766129125558,0.90233870874442,1.2000000000000002,proliferative,resting,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Abcc2,ABCC2,,KO_promotes_maturation,-0.2983733954751675,0.5016266045248325,0.8,proliferative,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vangl1,VANGL1,,KO_promotes_maturation,-0.2992717831789053,0.5007282168210947,0.8,shared,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam110b,FAM110B,,KO_promotes_maturation,-0.2994077448673014,0.9005922551326988,1.2000000000000002,proliferative,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cbln3,CBLN3,,KO_promotes_maturation,-0.3010416112162245,0.4989583887837755,0.8,proliferative,resting,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atg9a,ATG9A,,KO_promotes_maturation,-0.3014256262378184,0.4985743737621816,0.8,shared,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sox10,SOX10,,KO_promotes_maturation,-0.3020448962784735,0.4979551037215265,0.8,proliferative,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ehbp1l1,EHBP1L1,,KO_promotes_maturation,-0.3027863313346227,0.4972136686653773,0.8,hypertrophic,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc30a2,SLC30A2,,KO_promotes_maturation,-0.3028405116043947,0.4971594883956053,0.8,proliferative,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zdhhc12,ZDHHC12,,KO_promotes_maturation,-0.3034624394144508,0.4965375605855492,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nudc,NUDC,,KO_promotes_maturation,-0.3042099339576789,0.4957900660423211,0.8,shared,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
U2af2,U2AF2,,KO_promotes_maturation,-0.304413724009471,0.495586275990529,0.8,shared,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trp53bp1,TP53BP1,,KO_promotes_maturation,-0.3052883135052164,0.8947116864947837,1.2000000000000002,shared,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Leng1,LENG1,,KO_promotes_maturation,-0.3055867686615064,0.4944132313384936,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hnrnpl,HNRNPL,,KO_promotes_maturation,-0.3073479141312407,0.4926520858687593,0.8,shared,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sox12,SOX12,,KO_promotes_maturation,-0.3081215747091893,0.4918784252908107,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myo15,,,KO_promotes_maturation,-0.3110726299095535,0.4889273700904465,0.8,proliferative,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ints1,INTS1,,KO_promotes_maturation,-0.3126802757308299,0.4873197242691701,0.8,shared,hypertrophic,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Leo1,LEO1,,KO_promotes_maturation,-0.3143494279476139,0.4856505720523861,0.8,hypertrophic,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chd3,CHD3,,KO_promotes_maturation,-0.3147981402628179,0.4852018597371821,0.8,shared,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Limch1,LIMCH1,,KO_promotes_maturation,-0.3148853070913948,0.8851146929086053,1.2000000000000002,hypertrophic,resting,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tppp,TPPP,,KO_promotes_maturation,-0.3155317121967157,0.4844682878032843,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slx4,SLX4,,KO_promotes_maturation,-0.3162102358410381,0.4837897641589619,0.8,shared,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sap130,SAP130,,KO_promotes_maturation,-0.3178395736146169,0.4821604263853831,0.8,hypertrophic,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ift122,IFT122,,KO_promotes_maturation,-0.3188191421879507,0.8811808578120495,1.2000000000000002,shared,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rassf9,RASSF9,,KO_promotes_maturation,-0.3202485432247199,0.4797514567752801,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rev1,REV1,,KO_promotes_maturation,-0.3217758658015277,0.4782241341984723,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nol12,NOL12,,KO_promotes_maturation,-0.322263041141587,0.8777369588584132,1.2000000000000002,proliferative,resting,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mab21l2,MAB21L2,,KO_promotes_maturation,-0.3226886007456455,0.8773113992543546,1.2000000000000002,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zc2hc1b,ZC2HC1B,,KO_promotes_maturation,-0.3228613310877911,0.4771386689122089,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nol4l,NOL4L,,KO_promotes_maturation,-0.3230070400548371,0.4769929599451629,0.8,shared,hypertrophic,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sorbs1,SORBS1,,KO_promotes_maturation,-0.3234228202894741,0.8765771797105261,1.2000000000000002,proliferative,proliferative,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mpst,MPST,,KO_promotes_maturation,-0.3289800707819391,0.4710199292180609,0.8,shared,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc17a9,SLC17A9,,KO_promotes_maturation,-0.3290163166836963,0.4709836833163037,0.8,shared,hypertrophic,prehypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vmn2r1,,,KO_promotes_maturation,-0.3295821186325063,0.4704178813674937,0.8,proliferative,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Stfa2,CSTA,,KO_promotes_maturation,-0.3301881057520912,0.869811894247909,1.2000000000000002,shared,,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rad54l2,RAD54L2,,KO_promotes_maturation,-0.3305964689159475,0.4694035310840524,0.8,hypertrophic,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vegfa,VEGFA,,KO_promotes_maturation,-0.3346355945693173,0.8653644054306828,1.2000000000000002,hypertrophic,resting,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
R3hcc1,R3HCC1,,KO_promotes_maturation,-0.3351556350893405,0.4648443649106595,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rnf144b,RNF144B,,KO_promotes_maturation,-0.3360073192657751,0.8639926807342251,1.2000000000000002,proliferative,resting,prehypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trim62,TRIM62,,KO_promotes_maturation,-0.3375162382455439,0.4624837617544561,0.8,proliferative,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Glyr1,GLYR1,,KO_promotes_maturation,-0.3396947132821758,0.4603052867178242,0.8,shared,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndrg2,NDRG2,,KO_promotes_maturation,-0.3401359221426473,0.8598640778573529,1.2000000000000002,proliferative,proliferative,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif19a,KIF19,,KO_promotes_maturation,-0.3425659879907342,0.4574340120092658,0.8,proliferative,,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Setd1b,SETD1B,,KO_promotes_maturation,-0.3429025496425912,0.4570974503574088,0.8,hypertrophic,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spats2,SPATS2,,KO_promotes_maturation,-0.3432377085582049,0.4567622914417951,0.8,proliferative,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ninl,NINL,,KO_promotes_maturation,-0.3432736377528596,0.4567263622471404,0.8,shared,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hdac6,HDAC6,,KO_promotes_maturation,-0.3439720957825692,0.4560279042174308,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem63b,TMEM63B,,KO_promotes_maturation,-0.3461274180567661,0.4538725819432339,0.8,shared,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxl19,FBXL19,,KO_promotes_maturation,-0.3465022343302923,0.4534977656697077,0.8,shared,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc25a13,SLC25A13,,KO_promotes_maturation,-0.346713575007438,0.453286424992562,0.8,proliferative,hypertrophic,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Masp1,MASP1,,KO_promotes_maturation,-0.3467626819545724,0.8532373180454278,1.2000000000000002,proliferative,proliferative,perichondrium,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Usp53,USP53,,KO_promotes_maturation,-0.3478027361479716,0.8521972638520285,1.2000000000000002,hypertrophic,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Abca8b,ABCA8,,KO_promotes_maturation,-0.3488606772139236,0.4511393227860764,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb16,ZBTB16,,KO_promotes_maturation,-0.3500097044702336,0.8499902955297666,1.2000000000000002,hypertrophic,proliferative,hypertrophic,7.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ndufa4l2,COXFA4L2,,KO_promotes_maturation,-0.3506609307552063,0.4493390692447937,0.8,proliferative,resting,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prss41,PRSS41,,KO_promotes_maturation,-0.3516285675808928,0.4483714324191072,0.8,proliferative,hypertrophic,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itga5,ITGA5,,KO_promotes_maturation,-0.3533753239901424,0.8466246760098578,1.2000000000000002,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fam162a,FAM162A,,KO_promotes_maturation,-0.3578226367614275,0.4421773632385725,0.8,proliferative,resting,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Qtrt1,QTRT1,,KO_promotes_maturation,-0.3600931223588004,0.8399068776411998,1.2000000000000002,proliferative,proliferative,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdkl3,CDKL3,,KO_promotes_maturation,-0.3615379169291463,0.8384620830708539,1.2000000000000002,hypertrophic,proliferative,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Catsper4,CATSPER4,,KO_promotes_maturation,-0.3622831099793574,0.4377168900206426,0.8,hypertrophic,,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nlgn2,NLGN2,,KO_promotes_maturation,-0.3632831432836774,0.8367168567163228,1.2000000000000002,proliferative,resting,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zfp13,ZNF205,,KO_promotes_maturation,-0.3633367744751012,0.4366632255248988,0.8,shared,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nsg1,NSG1,,KO_promotes_maturation,-0.3645655643028846,0.4354344356971154,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pim1,PIM1,,KO_promotes_maturation,-0.3669534102873527,0.8330465897126474,1.2000000000000002,hypertrophic,proliferative,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mdga2,MDGA2,,KO_promotes_maturation,-0.3699724450255286,0.8300275549744716,1.2000000000000002,proliferative,resting,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Olfr874,,,KO_promotes_maturation,-0.3713479355672007,0.4286520644327993,0.8,shared,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc35f1,SLC35F1,,KO_promotes_maturation,-0.3741107709700527,0.4258892290299473,0.8,proliferative,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Clspn,CLSPN,,KO_promotes_maturation,-0.3741967414734243,0.4258032585265757,0.8,proliferative,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bcat2,BCAT2,,KO_promotes_maturation,-0.3753841172818694,0.4246158827181306,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Frs2,FRS2,,KO_promotes_maturation,-0.376357600073977,0.8236423999260232,1.2000000000000002,proliferative,proliferative,prehypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mthfr,MTHFR,,KO_promotes_maturation,-0.3820414284519432,0.4179585715480568,0.8,hypertrophic,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dnah9,DNAH9,,KO_promotes_maturation,-0.3821920284689727,0.4178079715310273,0.8,proliferative,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hr,HR,,KO_promotes_maturation,-0.3823526086315645,0.8176473913684357,1.2000000000000002,shared,resting,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Septin11,SEPTIN11,,KO_promotes_maturation,-0.383770736498948,0.416229263501052,0.8,proliferative,,,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc6a20b,SLC6A20,,KO_promotes_maturation,-0.3838064162662616,0.4161935837337384,0.8,proliferative,hypertrophic,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Upb1,UPB1,,KO_promotes_maturation,-0.3839293824801799,0.8160706175198202,1.2000000000000002,proliferative,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pir,PIR,,KO_promotes_maturation,-0.3844833355289488,0.4155166644710512,0.8,proliferative,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Preb,PREB,B_primary_reproducible,KO_promotes_maturation,-0.3865860475216935,2.4134139524783063,2.8,shared,resting,prehypertrophic,,antibody-accessible,pan-essential in DepMap (>50% of screens gene effect < -0.5); flagged essential by Open Targets,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Smarcb1,SMARCB1,,KO_promotes_maturation,-0.387314811279758,0.412685188720242,0.8,shared,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vim,VIM,,KO_promotes_maturation,-0.3880414745160618,0.4119585254839382,0.8,shared,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Focad,FOCAD,,KO_promotes_maturation,-0.3922853958527723,0.4077146041472277,0.8,proliferative,resting,hypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myh2,,,KO_promotes_maturation,-0.3928293517190947,0.4071706482809053,0.8,proliferative,proliferative,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc19a2,SLC19A2,,KO_promotes_maturation,-0.3945773845997439,0.4054226154002561,0.8,hypertrophic,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tspyl1,TSPYL1,,KO_promotes_maturation,-0.3965051638945575,0.4034948361054425,0.8,hypertrophic,resting,proliferative,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cnst,CNST,,KO_promotes_maturation,-0.3969554488471178,0.4030445511528822,0.8,hypertrophic,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Safb,SAFB,,KO_promotes_maturation,-0.4022465967763799,0.3977534032236201,0.8,shared,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dact1,DACT1,,KO_promotes_maturation,-0.4056019429060859,0.3943980570939141,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rtn4r,RTN4R,,KO_promotes_maturation,-0.4104288898121767,0.3895711101878233,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lama1,LAMA1,,KO_promotes_maturation,-0.4112716795671409,0.3887283204328591,0.8,proliferative,hypertrophic,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Trhr2,,,KO_promotes_maturation,-0.4116206931018317,0.7883793068981685,1.2000000000000002,proliferative,resting,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrch3,LRCH3,,KO_promotes_maturation,-0.4128469965306912,0.3871530034693088,0.8,hypertrophic,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Il1rapl1,IL1RAPL1,,KO_promotes_maturation,-0.4131843080290287,0.7868156919709715,1.2000000000000002,proliferative,resting,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Septin4,,,KO_promotes_maturation,-0.4138878342621938,0.3861121657378062,0.8,proliferative,,,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mrap,MRAP,,KO_promotes_maturation,-0.4192103058345536,0.3807896941654464,0.8,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rgs11,RGS11,,KO_promotes_maturation,-0.4212710076288899,0.7787289923711103,1.2000000000000002,proliferative,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cux2,CUX2,,KO_promotes_maturation,-0.4242568081766058,0.7757431918233944,1.2000000000000002,proliferative,hypertrophic,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gtf2f1,GTF2F1,,KO_promotes_maturation,-0.4256394731514974,0.3743605268485026,0.8,shared,hypertrophic,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tigit,TIGIT,,KO_promotes_maturation,-0.4263375221953628,0.3736624778046372,0.8,shared,,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Egln3,EGLN3,,KO_promotes_maturation,-0.4275391282054812,0.7724608717945189,1.2000000000000002,proliferative,proliferative,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Clip2,CLIP2,,KO_promotes_maturation,-0.430564508184256,0.369435491815744,0.8,hypertrophic,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fhad1,FHAD1,,KO_promotes_maturation,-0.4324995528313381,0.7675004471686621,1.2000000000000002,hypertrophic,hypertrophic,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cstf2t,CSTF2T,,KO_promotes_maturation,-0.4329368448479673,0.7670631551520328,1.2000000000000002,hypertrophic,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gabre,GABRE,,KO_promotes_maturation,-0.4399790807818947,0.7600209192181054,1.2000000000000002,shared,proliferative,perichondrium,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ppp1r1b,PPP1R1B,,KO_promotes_maturation,-0.4427315936176008,0.7572684063823993,1.2000000000000002,proliferative,proliferative,resting,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ank2,ANK2,,KO_promotes_maturation,-0.4452621273566682,0.7547378726433319,1.2000000000000002,shared,resting,perichondrium,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdk9,CDK9,,KO_promotes_maturation,-0.4477646845829108,0.3522353154170892,0.8,shared,hypertrophic,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cntn4,CNTN4,,KO_promotes_maturation,-0.4483145304569591,0.751685469543041,1.2000000000000002,hypertrophic,hypertrophic,perichondrium,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Krba1,KRABD3,,KO_promotes_maturation,-0.4483720449077144,0.3516279550922856,0.8,shared,resting,,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kctd15,KCTD15,,KO_promotes_maturation,-0.4518043148314521,0.3481956851685479,0.8,shared,resting,prehypertrophic,,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
